STATEFP,COUNTYFP,TRACTCE,PUMA5CE
05,027,950302,01700
05,027,950401,01700
05,027,950402,01700
05,027,950500,01700
05,029,950100,01000
05,029,950200,01000
05,029,950300,01000
05,029,950400,01000
05,029,950500,01000
05,029,950600,01000
05,031,000101,00700
05,031,000102,00700
05,031,000200,00700
05,031,000300,00700
05,031,000401,00700
05,031,000403,00700
05,031,000404,00700
05,031,000501,00700
05,031,000502,00700
05,031,000601,00700
05,031,000602,00700
05,031,000701,00700
05,031,000702,00700
05,031,000803,00700
05,031,000804,00700
05,031,000805,00700
05,031,000806,00700
05,031,000900,00700
05,031,001000,00700
05,031,001101,00700
05,031,001102,00700
05,031,001200,00700
05,033,020101,01100
05,033,020102,01100
05,033,020204,01100
05,033,020205,01100
05,033,020206,01100
05,033,020207,01100
05,033,020208,01100
05,033,020301,01100
05,033,020302,01100
05,033,020401,01100
05,033,020402,01100
05,033,020501,01100
05,033,020502,01100
05,033,020601,01100
05,033,020602,01100
05,035,030101,00600
05,035,030102,00600
05,035,030201,00600
05,035,030202,00600
05,035,030301,00600
05,035,030302,00600
05,035,030503,00600
05,035,030601,00600
05,035,030602,00600
05,035,030701,00600
05,035,030702,00600
05,035,030703,00600
05,035,030803,00600
05,035,030804,00600
05,035,030805,00600
05,035,030806,00600
05,035,030807,00600
05,035,031000,00600
05,035,031100,00600
05,035,031200,00600
05,037,950100,00600
05,037,950200,00600
05,037,950300,00600
05,037,950400,00600
05,037,950500,00600
05,037,950600,00600
05,039,970100,01700
05,039,970200,01700
05,039,970300,01700
05,041,950100,01600
05,041,950200,01600
05,041,950300,01600
05,041,950400,01600
05,041,950500,01600
05,043,490100,01600
05,043,490200,01600
05,043,490300,01600
05,043,490400,01600
05,043,490500,01600
05,045,030101,00900
05,045,030102,00900
05,045,030103,00900
05,045,030104,00900
05,045,030201,00900
05,045,030202,00900
05,045,030301,00900
05,045,030302,00900
05,045,030303,00900
05,045,030401,00900
05,045,030402,00900
05,045,030403,00900
05,045,030404,00900
05,045,030502,00900
05,045,030503,00900
05,045,030504,00900
05,045,030600,00900
05,045,030701,00900
05,045,030702,00900
05,045,030800,00900
05,045,030900,00900
05,045,031001,00900
05,045,031003,00900
05,045,031006,00900
05,045,031007,00900
05,045,031008,00900
05,045,031101,00900
05,045,031102,00900
05,047,950100,01100
05,047,950201,01100
05,047,950202,01100
05,047,950301,01100
05,047,950302,01100
05,049,550101,00400
05,049,550102,00400
05,049,550201,00400
05,049,550202,00400
05,051,010301,01300
05,051,010302,01300
05,051,010401,01300
05,051,010402,01300
05,051,010501,01300
05,051,010502,01300
05,051,010601,01300
05,051,010602,01300
05,051,010700,01300
05,051,010800,01300
05,051,010900,01300
05,051,011001,01300
05,051,011002,01300
05,051,011101,01300
05,051,011102,01300
05,051,011201,01300
05,051,011202,01300
05,051,011300,01300
05,051,011400,01300
05,051,011500,01300
05,051,011601,01300
05,051,011602,01300
05,051,011701,01300
05,051,011702,01300
05,051,011801,01300
05,051,011802,01300
05,051,011901,01300
05,051,011902,01300
05,051,012001,01300
05,051,012002,01300
05,053,470100,01400
05,053,470200,01400
05,053,470300,01400
05,053,470401,01400
05,053,470402,01400
05,055,480100,00500
05,055,480200,00500
05,055,480300,00500
05,055,480401,00500
05,055,480402,00500
05,055,480501,00500
05,055,480502,00500
05,055,480601,00500
05,055,480602,00500
05,055,480700,00500
05,055,480801,00500
05,055,480802,00500
05,057,480101,01700
05,057,480102,01700
05,057,480200,01700
05,057,480301,01700
05,057,480302,01700
05,057,480400,01700
05,057,480500,01700
05,059,020101,01300
05,059,020102,01300
05,059,020200,01300
05,059,020300,01300
05,059,020400,01300
05,059,020500,01300
05,059,020600,01300
05,059,020701,01300
05,059,020702,01300
05,061,950100,01200
05,061,950200,01200
05,061,950300,01200
05,063,490101,00400
05,063,490102,00400
05,063,490200,00400
05,063,490300,00400
05,063,490400,00400
05,063,490500,00400
05,063,490600,00400
05,063,490701,00400
05,063,490702,00400
05,063,490800,00400
05,065,960100,00400
05,065,960200,00400
05,065,960300,00400
05,065,960400,00400
05,067,480100,00800
05,067,480200,00800
05,067,480300,00800
05,067,480401,00800
05,067,480402,00800
05,067,480500,00800
05,069,000102,01600
05,069,000301,01600
05,069,000302,01600
05,069,000303,01600
05,069,000502,01600
05,069,000900,01600
05,069,001000,01600
05,069,001200,01600
05,069,001300,01600
05,069,001401,01600
05,069,001402,01600
05,069,001501,01600
05,069,001502,01600
05,069,001600,01600
05,069,001700,01600
05,069,001800,01600
05,069,001901,01600
05,069,001903,01600
05,069,002000,01600
05,069,002103,01600
05,069,002104,01600
05,069,002300,01600
05,069,002400,01600
05,069,002500,01600
05,071,951700,01000
05,071,951800,01000
05,071,951900,01000
05,071,952000,01000
05,071,952100,01000
05,071,952200,01000
05,073,470101,01700
05,073,470102,01700
05,073,470200,01700
05,075,470100,00500
05,075,470200,00500
05,075,470300,00500
05,075,470400,00500
05,075,470501,00500
05,075,470502,00500
05,077,470100,00600
05,077,470200,00600
05,077,470300,00600
05,077,470400,00600
05,079,960300,01600
05,079,960400,01600
05,079,960500,01600
05,079,960600,01600
05,081,030101,01200
05,081,030103,01200
05,081,030104,01200
05,081,030200,01200
05,081,030301,01200
05,081,030302,01200
05,083,950100,01200
05,083,950200,01200
05,083,950300,01200
05,083,950400,01200
05,083,950500,01200
05,083,950600,01200
05,085,020102,00900
05,085,020103,00900
05,085,020105,00900
05,085,020106,00900
05,085,020107,00900
05,085,020108,00900
05,085,020201,00900
05,085,020202,00900
05,085,020204,00900
05,085,020205,00900
05,085,020206,00900
05,085,020301,00900
05,085,020302,00900
05,085,020400,00900
05,085,020500,00900
05,085,020600,00900
05,085,020700,00900
05,085,020800,00900
05,087,960100,00300
05,087,960200,00300
05,087,960300,00300
05,087,960400,00300
05,089,960100,00300
05,089,960201,00300
05,089,960202,00300
05,089,960301,00300
05,089,960302,00300
05,091,020100,01200
05,091,020200,01200
05,091,020400,01200
05,091,020500,01200
05,091,020600,01200
05,091,020701,01200
05,091,020702,01200
05,091,020801,01200
05,091,020802,01200
05,091,020901,01200
05,091,020902,01200
05,091,021001,01200
05,091,021002,01200
05,091,980000,01200
05,093,010100,00600
05,093,010200,00600
05,093,010300,00600
05,093,010601,00600
05,093,010602,00600
05,093,010700,00600
05,093,010801,00600
05,093,010802,00600
05,093,010900,00600
05,093,011000,00600
05,093,011100,00600
05,093,011200,00600
05,093,011300,00600
05,093,011400,00600
05,095,950100,00800
05,095,950200,00800
05,095,950300,00800
05,097,953000,01300
05,097,953100,01300
05,097,953200,01300
05,099,090100,01700
05,099,090200,01700
05,099,090300,01700
05,101,180100,00300
05,101,180200,00300
05,103,950101,01700
05,103,950102,01700
05,103,950200,01700
05,103,950301,01700
05,103,950302,01700
05,103,950400,01700
05,103,950500,01700
05,103,950600,01700
05,105,952700,01400
05,105,952800,01400
05,105,952900,01400
05,107,480100,00600
05,107,480201,00600
05,107,480202,00600
05,107,480300,00600
05,107,480400,00600
05,107,480500,00600
05,107,480600,00600
05,109,953300,01300
05,109,953400,01300
05,109,953500,01300
05,111,490100,00700
05,111,490200,00700
05,111,490300,00700
05,111,490400,00700
05,111,490501,00700
05,111,490502,00700
05,111,490600,00700
05,111,490700,00700
05,113,950100,01200
05,113,950201,01200
05,113,950202,01200
05,113,950300,01200
05,113,950400,01200
05,113,950500,01200
05,113,950600,01200
05,115,950700,01000
05,115,950800,01000
05,115,950901,01000
05,115,950902,01000
05,115,951000,01000
05,115,951100,01000
05,115,951201,01000
05,115,951202,01000
05,115,951301,01000
05,115,951302,01000
05,115,951303,01000
05,115,951400,01000
05,115,951501,01000
05,115,951503,01000
05,115,951504,01000
05,115,951601,01000
05,115,951602,01000
05,117,460100,00800
05,117,460200,00800
05,117,460300,00800
05,119,000500,01502
05,119,001100,01502
05,119,001200,01502
05,119,001300,01502
05,119,001501,01502
05,119,001502,01502
05,119,001600,01502
05,119,001800,01502
05,119,001900,01502
05,119,002001,01502
05,119,002002,01502
05,119,002102,01502
05,119,002103,01502
05,119,002104,01502
05,119,002203,01502
05,119,002206,01502
05,119,002208,01502
05,119,002209,01502
05,119,002210,01502
05,119,002211,01502
05,119,002403,01502
05,119,002405,01502
05,119,002406,01502
05,119,002407,01502
05,119,002409,01502
05,119,002410,01502
05,119,002500,01501
05,119,002600,01501
05,119,002700,01501
05,119,002800,01501
05,119,002900,01501
05,119,003001,01501
05,119,003002,01501
05,119,003100,01501
05,119,003202,01501
05,119,003207,01501
05,119,003208,01501
05,119,003303,01501
05,119,003305,01501
05,119,003306,01501
05,119,003307,01501
05,119,003308,01501
05,119,003403,01501
05,119,003404,01501
05,119,003405,01501
05,119,003406,01501
05,119,003604,01501
05,119,003605,01501
05,119,003606,01501
05,119,003607,01501
05,119,003608,01501
05,119,003609,01501
05,119,003703,01501
05,119,003704,01501
05,119,003707,01501
05,119,003711,01501
05,119,003712,01501
05,119,003713,01501
05,119,003714,01501
05,119,003800,01501
05,119,003900,01501
05,119,004001,01502
05,119,004004,01501
05,119,004005,01501
05,119,004006,01501
05,119,004007,01501
05,119,004103,01502
05,119,004104,01502
05,119,004105,01502
05,119,004106,01502
05,119,004107,01502
05,119,004108,01502
05,119,004201,01501
05,119,004202,01501
05,119,004205,01501
05,119,004213,01502
05,119,004214,01502
05,119,004215,01502
05,119,004218,01502
05,119,004219,01502
05,119,004220,01502
05,119,004222,01502
05,119,004223,01502
05,119,004224,01502
05,119,004225,01501
05,119,004226,01502
05,119,004227,01501
05,119,004228,01502
05,119,004229,01502
05,119,004302,01501
05,119,004306,01501
05,119,004307,01501
05,119,004308,01501
05,119,004309,01501
05,119,004310,01501
05,119,004311,01501
05,119,004400,01502
05,119,004500,01502
05,119,004600,01502
05,119,004700,01502
05,119,004801,01502
05,119,004901,01502
05,119,004902,01502
05,119,980100,01501
05,119,980200,01502
05,119,980300,01501
05,119,980400,01502
05,121,960100,00500
05,121,960201,00500
05,121,960202,00500
05,121,960301,00500
05,121,960302,00500
05,123,960100,00600
05,123,960201,00600
05,123,960202,00600
05,123,960300,00600
05,123,960400,00600
05,123,960500,00600
05,123,960600,00600
05,125,010101,01400
05,125,010104,01400
05,125,010105,01400
05,125,010106,01400
05,125,010107,01400
05,125,010301,01400
05,125,010302,01400
05,125,010303,01400
05,125,010405,01400
05,125,010406,01400
05,125,010407,01400
05,125,010408,01400
05,125,010409,01400
05,125,010410,01400
05,125,010411,01400
05,125,010507,01400
05,125,010508,01400
05,125,010509,01400
05,125,010511,01400
05,125,010512,01400
05,125,010513,01400
05,125,010514,01400
05,125,010515,01400
05,125,010516,01400
05,125,010517,01400
05,125,010518,01400
05,125,010519,01400
05,125,010520,01400
05,125,010601,01400
05,125,010602,01400
05,127,950100,01200
05,127,950200,01200
05,127,950300,01200
05,129,970100,00300
05,129,970200,00300
05,129,970300,00300
05,131,000100,01100
05,131,000200,01100
05,131,000300,01100
05,131,000400,01100
05,131,000501,01100
05,131,000502,01100
05,131,000600,01100
05,131,000700,01100
05,131,000800,01100
05,131,001001,01100
05,131,001002,01100
05,131,001101,01100
05,131,001102,01100
05,131,001201,01100
05,131,001202,01100
05,131,001301,01100
05,131,001305,01100
05,131,001306,01100
05,131,001307,01100
05,131,001308,01100
05,131,001309,01100
05,131,001310,01100
05,131,001311,01100
05,131,001312,01100
05,131,010101,01100
05,131,010102,01100
05,131,010201,01100
05,131,010202,01100
05,131,010301,01100
05,131,010303,01100
05,131,010304,01100
05,133,080100,01200
05,133,080200,01200
05,133,080300,01200
05,133,080400,01200
05,135,470100,00500
05,135,470201,00500
05,135,470202,00500
05,135,470300,00500
05,135,470401,00500
05,135,470402,00500
05,137,950100,00400
05,137,950201,00400
05,137,950203,00400
05,137,950204,00400
05,139,950100,01700
05,139,950200,01700
05,139,950300,01700
05,139,950401,01700
05,139,950402,01700
05,139,950501,01700
05,139,950502,01700
05,139,950600,01700
05,139,950700,01700
05,139,950800,01700
05,139,950900,01700
05,139,951000,01700
05,141,460100,00400
05,141,460200,00400
05,141,460301,00400
05,141,460303,00400
05,141,460304,00400
05,141,460400,00400
05,143,010101,00201
05,143,010107,00202
05,143,010108,00202
05,143,010109,00201
05,143,010110,00202
05,143,010111,00202
05,143,010112,00201
05,143,010113,00202
05,143,010114,00202
05,143,010115,00202
05,143,010201,00201
05,143,010202,00201
05,143,010303,00201
05,143,010304,00201
05,143,010305,00201
05,143,010306,00201
05,143,010307,00201
05,143,010401,00201
05,143,010402,00201
05,143,010404,00201
05,143,010405,00201
05,143,010501,00201
05,143,010508,00201
05,143,010510,00201
05,143,010511,00201
05,143,010512,00201
05,143,010513,00201
05,143,010514,00201
05,143,010515,00202
05,143,010516,00202
05,143,010517,00202
05,143,010518,00201
05,143,010519,00201
05,143,010520,00202
05,143,010521,00202
05,143,010601,00202
05,143,010602,00202
05,143,010703,00202
05,143,010704,00202
05,143,010705,00202
05,143,010706,00202
05,143,011002,00201
05,143,011003,00201
05,143,011004,00201
05,143,011005,00201
05,143,011006,00202
05,143,011103,00201
05,143,011104,00202
05,143,011105,00202
05,143,011106,00201
05,143,011107,00202
05,143,011200,00201
05,143,011301,00202
05,143,011302,00202
05,145,070100,00800
05,145,070200,00800
05,145,070300,00800
05,145,070401,00800
05,145,070402,00800
05,145,070501,00800
05,145,070502,00800
05,145,070600,00800
05,145,070700,00800
05,145,070801,00800
05,145,070802,00800
05,145,070901,00800
05,145,070902,00800
05,145,071001,00800
05,145,071002,00800
05,145,071101,00800
05,145,071102,00800
05,145,071201,00800
05,145,071202,00800
05,147,490100,00800
05,147,490200,00800
05,149,952301,01000
05,149,952302,01000
05,149,952401,01000
05,149,952402,01000
05,149,952500,01000
05,149,952600,01000
06,001,400100,00112
06,001,400200,00111
06,001,400300,00112
06,001,400400,00111
06,001,400500,00111
06,001,400600,00111
06,001,400700,00111
06,001,400800,00111
06,001,400900,00111
06,001,401000,00111
06,001,401100,00112
06,001,401200,00112
06,001,401300,00111
06,001,401400,00111
06,001,401500,00111
06,001,401600,00111
06,001,401700,00111
06,001,401800,00111
06,001,402200,00111
06,001,402400,00111
06,001,402500,00111
06,001,402600,00111
06,001,402700,00111
06,001,402801,00111
06,001,402802,00111
06,001,402900,00111
06,001,403000,00111
06,001,403100,00111
06,001,403301,00111
06,001,403302,00111
06,001,403401,00111
06,001,403402,00111
06,001,403501,00111
06,001,403502,00111
06,001,403600,00111
06,001,403701,00111
06,001,403702,00111
06,001,403800,00112
06,001,403900,00112
06,001,404000,00112
06,001,404101,00112
06,001,404102,00112
06,001,404200,00112
06,001,404300,00112
06,001,404400,00112
06,001,404501,00112
06,001,404502,00112
06,001,404600,00112
06,001,404700,00112
06,001,404800,00112
06,001,404900,00112
06,001,405000,00112
06,001,405100,00112
06,001,405200,00123
06,001,405301,00123
06,001,405302,00123
06,001,405401,00123
06,001,405402,00123
06,001,405500,00123
06,001,405600,00123
06,001,405700,00123
06,001,405800,00123
06,001,405901,00123
06,001,405902,00123
06,001,406000,00123
06,001,406100,00123
06,001,406201,00123
06,001,406202,00123
06,001,406300,00123
06,001,406400,00123
06,001,406500,00123
06,001,406601,00123
06,001,406602,00123
06,001,406700,00112
06,001,406800,00112
06,001,406900,00112
06,001,407000,00123
06,001,407101,00123
06,001,407102,00123
06,001,407200,00123
06,001,407300,00113
06,001,407400,00113
06,001,407500,00113
06,001,407600,00113
06,001,407700,00113
06,001,407800,00113
06,001,407900,00112
06,001,408000,00112
06,001,408100,00112
06,001,408200,00113
06,001,408300,00113
06,001,408400,00113
06,001,408500,00113
06,001,408600,00113
06,001,408700,00113
06,001,408800,00113
06,001,408900,00113
06,001,409000,00113
06,001,409100,00113
06,001,409200,00113
06,001,409300,00113
06,001,409400,00113
06,001,409500,00113
06,001,409600,00113
06,001,409700,00113
06,001,409800,00113
06,001,409900,00112
06,001,410000,00112
06,001,410100,00113
06,001,410200,00113
06,001,410300,00113
06,001,410400,00113
06,001,410500,00111
06,001,420100,00101
06,001,420200,00101
06,001,420301,00101
06,001,420302,00101
06,001,420401,00101
06,001,420402,00101
06,001,420500,00101
06,001,420600,00101
06,001,421100,00101
06,001,421200,00101
06,001,421300,00101
06,001,421400,00101
06,001,421500,00101
06,001,421600,00101
06,001,421700,00101
06,001,421800,00101
06,001,421900,00101
06,001,422000,00101
06,001,422100,00101
06,001,422200,00101
06,001,422300,00101
06,001,422400,00101
06,001,422500,00101
06,001,422700,00101
06,001,422800,00101
06,001,422901,00101
06,001,422902,00101
06,001,423000,00101
06,001,423100,00101
06,001,423200,00101
06,001,423300,00101
06,001,423400,00101
06,001,423500,00101
06,001,423601,00101
06,001,423602,00101
06,001,423700,00101
06,001,423800,00101
06,001,423901,00101
06,001,423902,00101
06,001,424001,00101
06,001,424002,00101
06,001,425101,00114
06,001,425102,00114
06,001,425103,00114
06,001,425104,00114
06,001,426100,00114
06,001,426200,00114
06,001,427100,00114
06,001,427200,00114
06,001,427300,00114
06,001,427600,00114
06,001,427700,00114
06,001,427800,00114
06,001,427900,00114
06,001,428000,00114
06,001,428100,00114
06,001,428200,00114
06,001,428301,00114
06,001,428302,00114
06,001,428400,00114
06,001,428500,00114
06,001,428600,00114
06,001,428700,00114
06,001,430101,00115
06,001,430102,00115
06,001,430200,00115
06,001,430300,00115
06,001,430400,00115
06,001,430500,00115
06,001,430600,00115
06,001,430700,00115
06,001,430800,00115
06,001,430900,00115
06,001,431000,00115
06,001,431100,00115
06,001,431200,00115
06,001,432100,00114
06,001,432200,00114
06,001,432300,00114
06,001,432400,00114
06,001,432501,00114
06,001,432502,00114
06,001,432601,00114
06,001,432602,00114
06,001,432700,00114
06,001,432800,00114
06,001,433000,00114
06,001,433102,00114
06,001,433103,00114
06,001,433104,00114
06,001,433200,00114
06,001,433300,00114
06,001,433400,00114
06,001,433500,00114
06,001,433600,00114
06,001,433700,00115
06,001,433801,00115
06,001,433802,00115
06,001,433900,00115
06,001,434000,00115
06,001,435102,00116
06,001,435103,00116
06,001,435104,00116
06,001,435200,00116
06,001,435300,00116
06,001,435400,00116
06,001,435500,00115
06,001,435601,00115
06,001,435602,00115
06,001,435700,00115
06,001,435800,00122
06,001,435900,00122
06,001,436000,00122
06,001,436100,00122
06,001,436200,00122
06,001,436301,00116
06,001,436302,00116
06,001,436402,00116
06,001,436403,00116
06,001,436404,00116
06,001,436500,00116
06,001,436601,00116
06,001,436602,00116
06,001,436700,00122
06,001,436800,00122
06,001,436900,00122
06,001,437000,00122
06,001,437101,00122
06,001,437102,00122
06,001,437200,00122
06,001,437300,00122
06,001,437400,00122
06,001,437500,00122
06,001,437600,00122
06,001,437701,00122
06,001,437702,00122
06,001,437800,00116
06,001,437900,00116
06,001,438000,00116
06,001,438100,00116
06,001,438201,00122
06,001,438203,00116
06,001,438204,00116
06,001,438300,00122
06,001,438400,00122
06,001,440100,00118
06,001,440200,00118
06,001,440301,00118
06,001,440304,00117
06,001,440305,00117
06,001,440306,00117
06,001,440307,00118
06,001,440308,00118
06,001,440331,00117
06,001,440332,00117
06,001,440333,00117
06,001,440334,00117
06,001,440336,00118
06,001,440337,00118
06,001,440338,00118
06,001,441100,00118
06,001,441200,00118
06,001,441301,00118
06,001,441302,00118
06,001,441401,00118
06,001,441402,00118
06,001,441501,00117
06,001,441503,00117
06,001,441521,00117
06,001,441522,00117
06,001,441523,00117
06,001,441524,00117
06,001,441525,00121
06,001,441601,00118
06,001,441602,00118
06,001,441701,00118
06,001,441702,00118
06,001,441800,00118
06,001,441921,00121
06,001,441923,00118
06,001,441924,00118
06,001,441926,00121
06,001,441927,00121
06,001,441928,00121
06,001,441929,00121
06,001,442000,00121
06,001,442100,00121
06,001,442200,00121
06,001,442301,00121
06,001,442302,00121
06,001,442400,00121
06,001,442501,00121
06,001,442502,00121
06,001,442601,00118
06,001,442602,00118
06,001,442700,00118
06,001,442800,00121
06,001,442900,00121
06,001,443001,00121
06,001,443002,00121
06,001,443102,00121
06,001,443103,00121
06,001,443104,00121
06,001,443105,00121
06,001,443200,00121
06,001,443301,00121
06,001,443321,00121
06,001,443322,00121
06,001,444100,00117
06,001,444200,00117
06,001,444301,00117
06,001,444303,00117
06,001,444304,00117
06,001,444400,00117
06,001,444500,00117
06,001,444601,00117
06,001,444602,00117
06,001,450101,00119
06,001,450102,00119
06,001,450200,00119
06,001,450300,00119
06,001,450400,00119
06,001,450501,00119
06,001,450502,00119
06,001,450601,00119
06,001,450603,00119
06,001,450604,00119
06,001,450605,00119
06,001,450606,00119
06,001,450607,00119
06,001,450608,00119
06,001,450609,00119
06,001,450701,00119
06,001,450741,00119
06,001,450742,00119
06,001,450743,00119
06,001,450744,00119
06,001,450745,00119
06,001,450746,00119
06,001,450750,00120
06,001,450751,00120
06,001,450752,00120
06,001,451102,00120
06,001,451103,00120
06,001,451104,00120
06,001,451201,00120
06,001,451202,00120
06,001,451300,00120
06,001,451401,00120
06,001,451403,00120
06,001,451404,00120
06,001,451501,00120
06,001,451503,00120
06,001,451504,00120
06,001,451505,00120
06,001,451506,00120
06,001,451601,00120
06,001,451602,00120
06,001,451701,00120
06,001,451703,00120
06,001,451704,00120
06,001,981900,00111
06,001,982000,00111
06,001,982100,00101
06,001,983200,00111
06,001,990000,00114
06,003,010000,00300
06,005,000101,00300
06,005,000102,00300
06,005,000201,00300
06,005,000202,00300
06,005,000301,00300
06,005,000303,00300
06,005,000304,00300
06,005,000401,00300
06,005,000402,00300
06,005,000500,00300
06,007,000102,00700
06,007,000103,00700
06,007,000104,00700
06,007,000201,00700
06,007,000202,00700
06,007,000300,00700
06,007,000401,00700
06,007,000403,00700
06,007,000404,00700
06,007,000501,00700
06,007,000502,00700
06,007,000601,00700
06,007,000603,00700
06,007,000604,00700
06,007,000700,00700
06,007,000800,00700
06,007,000901,00700
06,007,000903,00700
06,007,000904,00700
06,007,001000,00700
06,007,001100,00700
06,007,001200,00700
06,007,001300,00700
06,007,001400,00700
06,007,001500,00700
06,007,001601,00700
06,007,001602,00700
06,007,001702,00700
06,007,001703,00700
06,007,001704,00700
06,007,001800,00700
06,007,001900,00700
06,007,002000,00700
06,007,002100,00700
06,007,002200,00700
06,007,002300,00700
06,007,002401,00700
06,007,002402,00700
06,007,002500,00700
06,007,002601,00700
06,007,002602,00700
06,007,002700,00700
06,007,002800,00700
06,007,002900,00700
06,007,003001,00700
06,007,003002,00700
06,007,003100,00700
06,007,003200,00700
06,007,003300,00700
06,007,003400,00700
06,007,003501,00700
06,007,003502,00700
06,007,003600,00700
06,007,003700,00700
06,009,000121,00300
06,009,000122,00300
06,009,000123,00300
06,009,000124,00300
06,009,000220,00300
06,009,000221,00300
06,009,000222,00300
06,009,000301,00300
06,009,000302,00300
06,009,000400,00300
06,009,000501,00300
06,009,000504,00300
06,009,000505,00300
06,009,000506,00300
06,011,000100,01100
06,011,000200,01100
06,011,000301,01100
06,011,000302,01100
06,011,000400,01100
06,011,000500,01100
06,013,301000,01309
06,013,302005,01309
06,013,302006,01309
06,013,302007,01309
06,013,302009,01308
06,013,302011,01309
06,013,302012,01309
06,013,302013,01309
06,013,302014,01309
06,013,303104,01309
06,013,303105,01309
06,013,303106,01309
06,013,303107,01309
06,013,303202,01309
06,013,303204,01309
06,013,303206,01308
06,013,303207,01308
06,013,303208,01309
06,013,303209,01309
06,013,303210,01309
06,013,303211,01309
06,013,304001,01309
06,013,304002,01309
06,013,304003,01309
06,013,304004,01309
06,013,304006,01309
06,013,304007,01309
06,013,305000,01308
06,013,306002,01308
06,013,306003,01308
06,013,306004,01308
06,013,307101,01308
06,013,307102,01308
06,013,307201,01308
06,013,307202,01308
06,013,307204,01308
06,013,307205,01308
06,013,308001,01308
06,013,308002,01308
06,013,309000,01314
06,013,310000,01314
06,013,311000,01314
06,013,312000,01314
06,013,313102,01314
06,013,313104,01314
06,013,313105,01314
06,013,313106,01314
06,013,313107,01314
06,013,313203,01314
06,013,313204,01314
06,013,313205,01314
06,013,313206,01314
06,013,314102,01314
06,013,314103,01314
06,013,314105,01314
06,013,314106,01314
06,013,314200,01314
06,013,315000,01314
06,013,316000,01311
06,013,317000,01311
06,013,318000,01311
06,013,319001,01311
06,013,319002,01311
06,013,320001,01311
06,013,320003,01311
06,013,320004,01311
06,013,321101,01311
06,013,321102,01311
06,013,321103,01311
06,013,321200,01311
06,013,322000,01311
06,013,323000,01311
06,013,324002,01311
06,013,324003,01313
06,013,324004,01313
06,013,325000,01311
06,013,326000,01311
06,013,327001,01311
06,013,327002,01311
06,013,328000,01311
06,013,329000,01311
06,013,330000,01313
06,013,331000,01313
06,013,332000,01313
06,013,333101,01313
06,013,333102,01313
06,013,333200,01313
06,013,334001,01313
06,013,334006,01313
06,013,334007,01313
06,013,334008,01313
06,013,334200,01312
06,013,335000,01313
06,013,336101,01311
06,013,336103,01311
06,013,336104,01311
06,013,336201,01311
06,013,336202,01311
06,013,337100,01313
06,013,337201,01313
06,013,337202,01313
06,013,337300,01313
06,013,338101,01313
06,013,338102,01313
06,013,338201,01313
06,013,338203,01313
06,013,338204,01313
06,013,338301,01313
06,013,338302,01313
06,013,339001,01313
06,013,339003,01313
06,013,339004,01313
06,013,340001,01312
06,013,340003,01312
06,013,340004,01312
06,013,341000,01312
06,013,343001,01313
06,013,343002,01313
06,013,343003,01313
06,013,345101,01305
06,013,345102,01305
06,013,345103,01305
06,013,345105,01305
06,013,345111,01305
06,013,345112,01305
06,013,345113,01305
06,013,345114,01305
06,013,345115,01305
06,013,345116,01305
06,013,345117,01305
06,013,345118,01305
06,013,345203,01305
06,013,345204,01312
06,013,345205,01305
06,013,345206,01305
06,013,346101,01313
06,013,346102,01313
06,013,346203,01305
06,013,346204,01305
06,013,346205,01313
06,013,346206,01313
06,013,347000,01312
06,013,348000,01312
06,013,349000,01312
06,013,350000,01312
06,013,351101,01312
06,013,351103,01312
06,013,351104,01312
06,013,351105,01312
06,013,351200,01312
06,013,352101,01312
06,013,352102,01312
06,013,352201,01312
06,013,352202,01312
06,013,353001,01312
06,013,353002,01312
06,013,354001,01312
06,013,354002,01312
06,013,355107,01308
06,013,355109,01308
06,013,355110,01308
06,013,355111,01308
06,013,355112,01305
06,013,355113,01305
06,013,355115,01305
06,013,355118,01308
06,013,355119,01308
06,013,355120,01308
06,013,355121,01305
06,013,355122,01305
06,013,355123,01305
06,013,355124,01305
06,013,355125,01305
06,013,355126,01305
06,013,355201,01314
06,013,355202,01314
06,013,355302,01313
06,013,355306,01313
06,013,355307,01313
06,013,355308,01313
06,013,355309,01313
06,013,355310,01313
06,013,356001,01310
06,013,356002,01311
06,013,357000,01310
06,013,358000,01310
06,013,359102,01310
06,013,359103,01310
06,013,359104,01310
06,013,359105,01310
06,013,359202,01310
06,013,359203,01310
06,013,359204,01310
06,013,360101,01310
06,013,360102,01310
06,013,360200,01310
06,013,361000,01310
06,013,362000,01310
06,013,363000,01310
06,013,364002,01310
06,013,365002,01301
06,013,365003,01310
06,013,366001,01301
06,013,366002,01301
06,013,367100,01310
06,013,367200,01301
06,013,368001,01301
06,013,368002,01301
06,013,369001,01301
06,013,369002,01301
06,013,370000,01301
06,013,371000,01301
06,013,372000,01301
06,013,373000,01301
06,013,374000,01301
06,013,375000,01301
06,013,376000,01301
06,013,377000,01301
06,013,378000,01301
06,013,379000,01301
06,013,380001,01301
06,013,380002,01301
06,013,381000,01301
06,013,382000,01301
06,013,383000,01301
06,013,384000,01310
06,013,385100,01310
06,013,385200,01310
06,013,386000,01310
06,013,387000,01310
06,013,388000,01310
06,013,389100,01310
06,013,389200,01301
06,013,390100,01310
06,013,390200,01310
06,013,391000,01310
06,013,392000,01310
06,013,392201,01310
06,013,392202,01310
06,013,392300,01310
06,013,980000,01310
06,013,990000,01310
06,015,000101,01500
06,015,000102,01500
