USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MO	29111	00758510	Lewis County	1308052703	14901502	     505.042	       5.754	 40.084559	 -91.728803                                                                                                     
MO	29113	00758511	Lincoln County	1622776796	36014769	     626.558	      13.905	 39.058568	 -90.957771                                                                                                   
MO	29115	00758512	Linn County	1594303607	15053681	     615.564	       5.812	 39.864440	 -93.108019                                                                                                      
MO	29117	00758513	Livingston County	1378707065	16156742	     532.322	       6.238	 39.778587	 -93.548201                                                                                                
MO	29119	00758518	McDonald County	1397247232	520251	     539.480	       0.201	 36.630218	 -94.343956                                                                                                    
MO	29121	00758514	Macon County	2075117947	28912876	     801.208	      11.163	 39.829795	 -92.564340                                                                                                     
MO	29123	00758515	Madison County	1280463458	8312930	     494.390	       3.210	 37.473235	 -90.345453                                                                                                    
MO	29125	00758516	Maries County	1364869334	7636521	     526.979	       2.948	 38.162615	 -91.923601                                                                                                     
MO	29127	00758517	Marion County	1131627604	19114162	     436.924	       7.380	 39.807538	 -91.635379                                                                                                    
MO	29129	00758519	Mercer County	1175427701	3302140	     453.835	       1.275	 40.421413	 -93.567631                                                                                                     
MO	29131	00758520	Miller County	1534813212	19159078	     592.595	       7.397	 38.216720	 -92.429871                                                                                                    
MO	29133	00758521	Mississippi County	1065995434	44494549	     411.583	      17.179	 36.826264	 -89.295929                                                                                               
MO	29135	00758522	Moniteau County	1074911083	9960344	     415.026	       3.846	 38.633037	 -92.583642                                                                                                   
MO	29137	00758523	Monroe County	1677414487	58300706	     647.653	      22.510	 39.498270	 -92.006458                                                                                                    
MO	29139	00758524	Montgomery County	1385765157	14100640	     535.047	       5.444	 38.935162	 -91.465437                                                                                                
MO	29141	00758525	Morgan County	1547854731	42426944	     597.630	      16.381	 38.420807	 -92.874835                                                                                                    
MO	29143	00758526	New Madrid County	1747828426	56291579	     674.840	      21.734	 36.594261	 -89.655948                                                                                                
MO	29145	00758527	Newton County	1618104328	4717296	     624.754	       1.821	 36.908014	 -94.334742                                                                                                     
MO	29147	00758528	Nodaway County	2271326364	2361587	     876.964	       0.912	 40.360484	 -94.883281                                                                                                    
MO	29149	00758529	Oregon County	2045561490	4528616	     789.796	       1.749	 36.684867	 -91.402902                                                                                                     
MO	29151	00758530	Osage County	1571017593	17751386	     606.573	       6.854	 38.464253	 -91.859504                                                                                                     
MO	29153	00758531	Ozark County	1929467536	26574825	     744.972	      10.261	 36.649590	 -92.458549                                                                                                     
MO	29155	00758532	Pemiscot County	1275622059	54164388	     492.520	      20.913	 36.209916	 -89.785942                                                                                                  
MO	29157	00758533	Perry County	1228575340	25393623	     474.356	       9.805	 37.711130	 -89.802125                                                                                                     
MO	29159	00758534	Pettis County	1766949540	10504064	     682.223	       4.056	 38.727367	 -93.285207                                                                                                    
MO	29161	00758535	Phelps County	1739905255	6581428	     671.781	       2.541	 37.866326	 -91.790349                                                                                                     
MO	29163	00758536	Pike County	1736428684	36976484	     670.439	      14.277	 39.339959	 -91.171607                                                                                                      
MO	29165	00758537	Platte County	1088287291	17131592	     420.190	       6.615	 39.378696	 -94.761472                                                                                                    
MO	29167	00758538	Polk County	1646005914	17838302	     635.526	       6.887	 37.616761	 -93.400817                                                                                                      
MO	29169	00758539	Pulaski County	1416982899	11343747	     547.100	       4.380	 37.824835	 -92.207022                                                                                                   
MO	29171	00758540	Putnam County	1339843835	5943337	     517.317	       2.295	 40.478606	 -93.014531                                                                                                     
MO	29173	00758541	Ralls County	1216727153	36396613	     469.781	      14.053	 39.553455	 -91.524787                                                                                                     
MO	29175	00758542	Randolph County	1250217872	13254156	     482.712	       5.117	 39.441601	 -92.492724                                                                                                  
MO	29177	00758543	Ray County	1473198829	13288728	     568.805	       5.131	 39.308401	 -93.995746                                                                                                       
MO	29179	00758544	Reynolds County	2093947123	15372843	     808.478	       5.935	 37.360857	 -90.969516                                                                                                  
MO	29181	00758545	Ripley County	1630498257	5443028	     629.539	       2.102	 36.648902	 -90.867060                                                                                                     
MO	29183	00758546	St. Charles County	1451541918	83304257	     560.443	      32.164	 38.781102	 -90.674915                                                                                               
MO	29185	00758547	St. Clair County	1735273541	83056122	     669.993	      32.068	 38.039069	 -93.773076                                                                                                 
MO	29186	00765806	Ste. Genevieve County	1292800234	19739924	     499.153	       7.622	 37.890180	 -90.181170                                                                                            
MO	29187	00758548	St. Francois County	1170281579	7316532	     451.848	       2.825	 37.810707	 -90.473868                                                                                               
MO	29189	00758549	St. Louis County	1315210492	39399348	     507.806	      15.212	 38.640702	 -90.445954                                                                                                 
MO	29195	00758550	Saline County	1956756356	29548016	     755.508	      11.409	 39.135840	 -93.204164                                                                                                    
MO	29197	00758551	Schuyler County	795916383	2216074	     307.305	       0.856	 40.469361	 -92.519016                                                                                                    
MO	29199	00758552	Scotland County	1130968213	6797959	     436.669	       2.625	 40.447686	 -92.142824                                                                                                   
MO	29201	00758553	Scott County	1087765673	15199720	     419.989	       5.869	 37.047793	 -89.568098                                                                                                     
MO	29203	00758554	Shannon County	2599881286	464011	    1003.820	       0.179	 37.151980	 -91.398364                                                                                                     
MO	29205	00758555	Shelby County	1297230440	3764589	     500.863	       1.454	 39.797531	 -92.088719                                                                                                     
MO	29207	00758556	Stoddard County	2132128254	15028355	     823.219	       5.802	 36.855428	 -89.941735                                                                                                  
MO	29209	00758557	Stone County	1201840872	121066318	     464.033	      46.744	 36.747857	 -93.467782                                                                                                    
MO	29211	00758558	Sullivan County	1678264403	9123189	     647.982	       3.522	 40.209587	 -93.109783                                                                                                   
MO	29213	00758559	Taney County	1638012176	49727386	     632.440	      19.200	 36.649827	 -93.042819                                                                                                     
MO	29215	00758560	Texas County	3049104604	5071089	    1177.266	       1.958	 37.314257	 -91.964478                                                                                                      
MO	29217	00758561	Vernon County	2140347542	27016475	     826.393	      10.431	 37.850196	 -94.341597                                                                                                    
MO	29219	00758562	Warren County	1110068978	23749949	     428.600	       9.170	 38.761902	 -91.159306                                                                                                    
MO	29221	00758563	Washington County	1968056357	6778978	     759.871	       2.617	 37.942640	 -90.897043                                                                                                 
MO	29223	00758564	Wayne County	1966257846	38558994	     759.176	      14.888	 37.113825	 -90.460868                                                                                                     
MO	29225	00758565	Webster County	1534730117	3110554	     592.563	       1.201	 37.280804	 -92.876080                                                                                                    
MO	29227	00758566	Worth County	690523680	535323	     266.613	       0.207	 40.480428	 -94.419067                                                                                                        
MO	29229	00758567	Wright County	1765779850	3533318	     681.771	       1.364	 37.267636	 -92.480010                                                                                                     
MO	29510	00767557	St. Louis city	160343195	10683075	      61.909	       4.125	 38.635699	 -90.244582                                                                                                    
MT	30001	01719627	Beaverhead County	14352695278	78394364	    5541.607	      30.268	 45.133863	-112.892869                                                                                               
MT	30003	01716521	Big Horn County	12938126026	49593044	    4995.439	      19.148	 45.407869	-107.518163                                                                                                 
MT	30005	01722470	Blaine County	10949309592	29085838	    4227.552	      11.230	 48.428282	-108.967648                                                                                                   
MT	30007	01719625	Broadwater County	3088625718	119694818	    1192.525	      46.214	 46.330928	-111.496597                                                                                               
MT	30009	01720111	Carbon County	5306330799	34640046	    2048.786	      13.375	 45.224475	-109.028551                                                                                                    
MT	30011	01688746	Carter County	8652501198	19496148	    3340.750	       7.528	 45.516825	-104.515324                                                                                                    
MT	30013	01719622	Cascade County	6988429131	34265644	    2698.248	      13.230	 47.316443	-111.350571                                                                                                   
MT	30015	01719619	Chouteau County	10288915863	62759713	    3972.573	      24.232	 47.886837	-110.436189                                                                                                 
MT	30017	01720109	Custer County	9798660390	25524587	    3783.284	       9.855	 46.261481	-105.550508                                                                                                    
MT	30019	01637566	Daniels County	3693596009	1021697	    1426.105	       0.394	 48.794429	-105.541739                                                                                                    
MT	30021	01715632	Dawson County	6143083410	29294564	    2371.858	      11.311	 47.272425	-104.901027                                                                                                    
MT	30023	01719617	Deer Lodge County	1907590272	12104737	     736.525	       4.674	 46.098893	-113.137602                                                                                                
MT	30025	01688745	Fallon County	4197789353	5915335	    1620.776	       2.284	 46.318184	-104.405718                                                                                                     
MT	30027	01719614	Fergus County	11240460848	27482961	    4339.966	      10.611	 47.222969	-109.223237                                                                                                   
MT	30029	01719611	Flathead County	13177004384	437093498	    5087.670	     168.763	 48.314696	-114.054319                                                                                                
MT	30031	01720053	Gallatin County	6740993584	76055435	    2602.712	      29.365	 45.535559	-111.173443                                                                                                  
MT	30033	01716058	Garfield County	12109063029	445812176	    4675.336	     172.129	 47.281174	-106.982212                                                                                                
MT	30035	01719607	Glacier County	7759439732	106156827	    2995.937	      40.987	 48.705671	-112.990502                                                                                                  
MT	30037	01723078	Golden Valley County	3044120602	2588284	    1175.342	       0.999	 46.380624	-109.174586                                                                                              
MT	30039	01719605	Granite County	4473996903	14583572	    1727.420	       5.631	 46.395358	-113.425683                                                                                                   
MT	30041	01720048	Hill County	7508280322	44186842	    2898.963	      17.061	 48.631959	-110.106321                                                                                                      
MT	30043	01720045	Jefferson County	4290178970	6557684	    1656.447	       2.532	 46.124381	-112.058861                                                                                                  
MT	30045	01719602	Judith Basin County	4842844699	2066731	    1869.833	       0.798	 47.032558	-110.305320                                                                                               
MT	30047	01796943	Lake County	3859533443	423572379	    1490.174	     163.542	 47.642901	-114.083687                                                                                                     
MT	30049	00793926	Lewis and Clark County	8958239806	100704257	    3458.796	      38.882	 47.122153	-112.382945                                                                                          
MT	30051	01720036	Liberty County	3703817446	44369029	    1430.052	      17.131	 48.559654	-111.036924                                                                                                   
MT	30053	01720038	Lincoln County	9357458550	161121594	    3612.935	      62.209	 48.542232	-115.404343                                                                                                  
MT	30055	01716270	McCone County	6845667559	102696997	    2643.127	      39.652	 47.629628	-105.757222                                                                                                   
MT	30057	01720033	Madison County	9291239197	39634790	    3587.368	      15.303	 45.319288	-111.917328                                                                                                   
MT	30059	01719600	Meagher County	6195004832	7377403	    2391.905	       2.848	 46.585706	-110.921781                                                                                                    
MT	30061	01720030	Mineral County	3158374052	9898604	    1219.455	       3.822	 47.155213	-115.064550                                                                                                    
MT	30063	01719596	Missoula County	6716924631	64484107	    2593.419	      24.897	 47.027263	-113.892681                                                                                                  
MT	30065	01719593	Musselshell County	4838500583	7127207	    1868.156	       2.752	 46.505281	-108.439763                                                                                                
MT	30067	01720027	Park County	7260131641	27012552	    2803.153	      10.430	 45.421905	-110.532798                                                                                                      
MT	30069	01719590	Petroleum County	4286089807	49036136	    1654.869	      18.933	 47.141917	-108.226575                                                                                                 
MT	30071	01720023	Phillips County	13312761368	186079786	    5140.086	      71.846	 48.250155	-107.928833                                                                                                
MT	30073	01719587	Pondera County	4203182220	43967880	    1622.858	      16.976	 48.230312	-112.219928                                                                                                   
MT	30075	01719584	Powder River County	8540014812	1566744	    3297.318	       0.605	 45.408911	-105.555245                                                                                               
MT	30077	01720021	Powell County	6025511771	16197524	    2326.463	       6.254	 46.844225	-112.931100                                                                                                    
MT	30079	01715847	Prairie County	4497936902	15097151	    1736.663	       5.829	 46.852434	-105.375808                                                                                                   
MT	30081	01719582	Ravalli County	6192246912	24239626	    2390.840	       9.359	 46.079298	-114.119065                                                                                                   
MT	30083	01715338	Richland County	5397985664	49581655	    2084.174	      19.144	 47.785513	-104.563387                                                                                                  
MT	30085	01669428	Roosevelt County	6099109251	37876341	    2354.879	      14.624	 48.282747	-104.995170                                                                                                 
MT	30087	01716795	Rosebud County	12976654956	43006850	    5010.315	      16.605	 46.161718	-106.701989                                                                                                  
MT	30089	01719578	Sanders County	7149756422	76370640	    2760.537	      29.487	 47.756469	-115.180225                                                                                                   
MT	30091	01677577	Sheridan County	4343644791	75154804	    1677.091	      29.017	 48.705523	-104.533913                                                                                                  
MT	30093	01719575	Silver Bow County	1860842882	1488579	     718.475	       0.575	 45.895959	-112.660222                                                                                                 
MT	30095	01719572	Stillwater County	4649908393	23910605	    1795.340	       9.232	 45.658928	-109.382156                                                                                                
MT	30097	01719569	Sweet Grass County	4804832904	17686396	    1855.156	       6.829	 45.813060	-109.941312                                                                                               
MT	30099	01720018	Teton County	5885524970	52172850	    2272.414	      20.144	 47.819035	-112.281725                                                                                                     
MT	30101	01719566	Toole County	4961647077	78006695	    1915.703	      30.119	 48.645052	-111.733493                                                                                                     
MT	30103	01719563	Treasure County	2531424002	17161226	     977.388	       6.626	 46.209558	-107.280369                                                                                                  
MT	30105	01678923	Valley County	12758116879	352041231	    4925.937	     135.924	 48.349980	-106.670514                                                                                                  
MT	30107	01719560	Wheatland County	3686042220	13071155	    1423.189	       5.047	 46.497047	-109.857147                                                                                                 
MT	30109	01696629	Wibaux County	2303203236	1713155	     889.272	       0.661	 46.962966	-104.274518                                                                                                     
MT	30111	01719558	Yellowstone County	6820205897	40764402	    2633.296	      15.739	 45.936987	-108.276656                                                                                               
NE	31001	00835823	Adams County	1458868943	2481411	     563.272	       0.958	 40.520632	 -98.500044                                                                                                      
NE	31003	00835824	Antelope County	2220183926	3558463	     857.218	       1.374	 42.183225	 -98.058037                                                                                                   
NE	31005	00835825	Arthur County	1852761669	7644719	     715.355	       2.952	 41.571944	-101.695898                                                                                                     
NE	31007	00835826	Banner County	1932676626	397069	     746.211	       0.153	 41.539750	-103.726263                                                                                                      
NE	31009	00835827	Blaine County	1840650649	9443900	     710.679	       3.646	 41.925230	 -99.990771                                                                                                     
NE	31011	00835828	Boone County	1778165889	1718582	     686.554	       0.664	 41.705400	 -98.066794                                                                                                      
NE	31013	00835991	Box Butte County	2784994556	6588657	    1075.292	       2.544	 42.215665	-103.087821                                                                                                  
NE	31015	00835829	Boyd County	1398426315	11890320	     539.935	       4.591	 42.894448	 -98.773022                                                                                                      
NE	31017	00835830	Brown County	3163294251	9814399	    1221.355	       3.789	 42.349390	 -99.923176                                                                                                      
NE	31019	00835831	Buffalo County	2507399042	18873226	     968.112	       7.287	 40.855226	 -99.074983                                                                                                   
NE	31021	00835832	Burt County	1273201469	14186023	     491.586	       5.477	 41.854179	 -96.337746                                                                                                      
NE	31023	00835833	Butler County	1514884737	15309185	     584.900	       5.911	 41.226072	 -97.132039                                                                                                    
NE	31025	00835834	Cass County	1443778617	21873127	     557.446	       8.445	 40.909878	 -96.140609                                                                                                      
NE	31027	00835835	Cedar County	1917398606	14335219	     740.312	       5.535	 42.604511	 -97.256824                                                                                                     
NE	31029	00835836	Chase County	2316533650	7978174	     894.419	       3.080	 40.530390	-101.694192                                                                                                      
NE	31031	00835837	Cherry County	15437765209	126677193	    5960.555	      48.910	 42.566619	-101.070416                                                                                                  
NE	31033	00835838	Cheyenne County	3098368283	292549	    1196.287	       0.113	 41.214236	-103.011929                                                                                                    
NE	31035	00835839	Clay County	1482222906	3234826	     572.289	       1.249	 40.523669	 -98.051050                                                                                                       
NE	31037	00835840	Colfax County	1066165060	12606740	     411.649	       4.867	 41.574675	 -97.089455                                                                                                    
NE	31039	00835841	Cuming County	1477895786	10447355	     570.619	       4.034	 41.915865	 -96.788517                                                                                                    
NE	31041	00835842	Custer County	6670699448	932956	    2575.572	       0.360	 41.393893	 -99.726866                                                                                                      
NE	31043	00835843	Dakota County	684416208	8199766	     264.255	       3.166	 42.390456	 -96.562549                                                                                                      
NE	31045	00835844	Dawes County	3616823889	11921995	    1396.464	       4.603	 42.711214	-103.134872                                                                                                     
NE	31047	00835845	Dawson County	2623947411	16371626	    1013.112	       6.321	 40.867378	 -99.815154                                                                                                    
NE	31049	00835846	Deuel County	1139208947	2230956	     439.851	       0.861	 41.111903	-102.332609                                                                                                      
NE	31051	00835847	Dixon County	1233434226	17271576	     476.232	       6.669	 42.485280	 -96.855862                                                                                                     
NE	31053	00835848	Dodge County	1369369441	36992673	     528.717	      14.283	 41.577008	 -96.645853                                                                                                     
NE	31055	00835849	Douglas County	850680992	28223323	     328.450	      10.897	 41.297091	 -96.154066                                                                                                    
NE	31057	00835850	Dundy County	2381954945	3046330	     919.678	       1.176	 40.180165	-101.681133                                                                                                      
NE	31059	00835851	Fillmore County	1490202775	2989995	     575.371	       1.154	 40.525040	 -97.596705                                                                                                   
NE	31061	00835852	Franklin County	1491355868	487899	     575.816	       0.188	 40.183203	 -98.962080                                                                                                    
NE	31063	00835853	Frontier County	2524180617	14212836	     974.592	       5.488	 40.530947	-100.406683                                                                                                  
NE	31065	00835854	Furnas County	1862542533	3915843	     719.132	       1.512	 40.191865	 -99.909663                                                                                                     
NE	31067	00835855	Gage County	2205274180	22014432	     851.461	       8.500	 40.255234	 -96.683453                                                                                                      
NE	31069	00835856	Garden County	4414064359	68874633	    1704.280	      26.593	 41.659381	-102.328229                                                                                                    
NE	31071	00835857	Garfield County	1475756037	4125559	     569.793	       1.593	 41.905571	 -98.922998                                                                                                   
NE	31073	00835858	Gosper County	1186616257	11831826	     458.155	       4.568	 40.509838	 -99.824078                                                                                                    
NE	31075	00835859	Grant County	2010409760	18130867	     776.224	       7.000	 41.915867	-101.756875                                                                                                     
NE	31077	00835860	Greeley County	1475804011	2188872	     569.811	       0.845	 41.567600	 -98.530566                                                                                                    
NE	31079	00835861	Hall County	1414817987	15229274	     546.264	       5.880	 40.866023	 -98.498004                                                                                                      
NE	31081	00835862	Hamilton County	1406048044	10730145	     542.878	       4.143	 40.877145	 -98.021943                                                                                                  
NE	31083	00835863	Harlan County	1433471188	53339811	     553.466	      20.595	 40.178766	 -99.403418                                                                                                    
NE	31085	00835864	Hayes County	1846821473	570786	     713.062	       0.220	 40.535786	-101.055580                                                                                                       
NE	31087	00835865	Hitchcock County	1838742684	22103380	     709.943	       8.534	 40.176896	-101.044217                                                                                                 
NE	31089	00835866	Holt County	6248083916	13201507	    2412.399	       5.097	 42.459287	 -98.784766                                                                                                      
NE	31091	00835867	Hooker County	1867683417	882994	     721.117	       0.341	 41.918700	-101.116810                                                                                                      
NE	31093	00835868	Howard County	1474578446	16199404	     569.338	       6.255	 41.216851	 -98.513342                                                                                                    
NE	31095	00835869	Jefferson County	1476728582	14239899	     570.168	       5.498	 40.175736	 -97.143103                                                                                                 
NE	31097	00835870	Johnson County	973968289	1766531	     376.051	       0.682	 40.395457	 -96.268562                                                                                                     
NE	31099	00835871	Kearney County	1337063632	274634	     516.243	       0.106	 40.506269	 -98.948461                                                                                                     
NE	31101	00835872	Keith County	2749531525	124671559	    1061.600	      48.136	 41.194413	-101.644486                                                                                                    
NE	31103	00835873	Keya Paha County	2002257547	2192458	     773.076	       0.847	 42.875480	 -99.718351                                                                                                  
NE	31105	00835874	Kimball County	2465269201	1448446	     951.846	       0.559	 41.199274	-103.703153                                                                                                    
NE	31107	00835875	Knox County	2870614314	81251136	    1108.350	      31.371	 42.634404	 -97.891349                                                                                                      
NE	31109	00835876	Lancaster County	2169236056	22881323	     837.547	       8.835	 40.783547	 -96.688658                                                                                                 
NE	31111	00835877	Lincoln County	6640907499	28630232	    2564.069	      11.054	 41.050322	-100.744481                                                                                                   
NE	31113	00835878	Logan County	1477984401	1203561	     570.653	       0.465	 41.542155	-100.443665                                                                                                      
NE	31115	00835879	Loup County	1471708210	7275368	     568.230	       2.809	 41.897714	 -99.509764                                                                                                       
NE	31117	00835881	McPherson County	2224743107	2680669	     858.978	       1.035	 41.596473	-101.060237                                                                                                  
NE	31119	00835880	Madison County	1483396500	7013737	     572.743	       2.708	 41.909929	 -97.606856                                                                                                    
NE	31121	00835882	Merrick County	1255833110	24909507	     484.880	       9.618	 41.169801	 -98.031051                                                                                                   
NE	31123	00835883	Morrill County	3687727973	15598670	    1423.840	       6.023	 41.732205	-102.990599                                                                                                   
NE	31125	00835884	Nance County	1143826441	17085923	     441.634	       6.597	 41.402385	 -97.991408                                                                                                     
NE	31127	00835885	Nemaha County	1055100501	5769943	     407.377	       2.228	 40.387448	 -95.850954                                                                                                     
NE	31129	00835886	Nuckolls County	1489645229	1718484	     575.155	       0.664	 40.176492	 -98.046842                                                                                                   
NE	31131	00835887	Otoe County	1594475787	8775373	     615.631	       3.388	 40.637992	 -96.131027                                                                                                       
NE	31133	00835888	Pawnee County	1116478125	4852361	     431.075	       1.874	 40.137850	 -96.245225                                                                                                     
NE	31135	00835889	Perkins County	2287828088	2840176	     883.335	       1.097	 40.856065	-101.636443                                                                                                    
NE	31137	00835890	Phelps County	1398048581	1646534	     539.790	       0.636	 40.516365	 -99.406557                                                                                                     
NE	31139	00835891	Pierce County	1484707291	3481943	     573.249	       1.344	 42.271413	 -97.610992                                                                                                     
NE	31141	00835892	Platte County	1745758260	27319778	     674.041	      10.548	 41.576866	 -97.513467                                                                                                    
NE	31143	00835893	Polk County	1135302476	5954762	     438.343	       2.299	 41.187925	 -97.570663                                                                                                       
NE	31145	00835894	Red Willow County	1856983749	2643458	     716.985	       1.021	 40.169420	-100.468576                                                                                                 
NE	31147	00835895	Richardson County	1429258674	7077617	     551.840	       2.733	 40.123743	 -95.718603                                                                                                 
NE	31149	00835896	Rock County	2611502303	8807750	    1008.307	       3.401	 42.413325	 -99.458530                                                                                                       
NE	31151	00835897	Saline County	1486698692	5934652	     574.018	       2.291	 40.516802	 -97.131755                                                                                                     
NE	31153	00835898	Sarpy County	618992135	22089661	     238.994	       8.529	 41.115064	 -96.109125                                                                                                      
NE	31155	00835899	Saunders County	1943096652	24827650	     750.234	       9.586	 41.223152	 -96.640923                                                                                                  
NE	31157	00835900	Scotts Bluff County	1915039265	15437667	     739.401	       5.961	 41.851589	-103.705860                                                                                              
NE	31159	00835901	Seward County	1479990684	11547587	     571.428	       4.459	 40.871944	 -97.140383                                                                                                    
NE	31161	00835902	Sheridan County	6321831886	74941796	    2440.873	      28.935	 42.507074	-102.389698                                                                                                  
NE	31163	00835903	Sherman County	1465488700	15062175	     565.828	       5.816	 41.218743	 -98.972849                                                                                                   
NE	31165	00835904	Sioux County	5352537006	1872668	    2066.626	       0.723	 42.485675	-103.744068                                                                                                      
NE	31167	00835905	Stanton County	1108381574	7908727	     427.949	       3.054	 41.904792	 -97.174724                                                                                                    
NE	31169	00835906	Thayer County	1486153348	3025340	     573.807	       1.168	 40.173845	 -97.596263                                                                                                     
NE	31171	00835907	Thomas County	1846268559	2028358	     712.848	       0.783	 41.848620	-100.506911                                                                                                     
NE	31173	00835908	Thurston County	1019377268	6458648	     393.584	       2.494	 42.154061	 -96.533943                                                                                                   
NE	31175	00835909	Valley County	1471237318	6242700	     568.048	       2.410	 41.564094	 -98.983484                                                                                                     
NE	31177	00835910	Washington County	1009986002	8387693	     389.958	       3.239	 41.533973	 -96.224577                                                                                                 
NE	31179	00835911	Wayne County	1147143918	1087699	     442.915	       0.420	 42.210746	 -97.126243                                                                                                      
NE	31181	00835912	Webster County	1489018028	337241	     574.913	       0.130	 40.180646	 -98.498590                                                                                                     
NE	31183	00835913	Wheeler County	1489726810	1059454	     575.187	       0.409	 41.937859	 -98.522289                                                                                                    
NE	31185	00835914	York County	1482793437	8595682	     572.510	       3.319	 40.873056	 -97.596742                                                                                                       
NV	32001	00858638	Churchill County	12770243761	242375114	    4930.619	      93.582	 39.525701	-118.270419                                                                                               
NV	32003	00863600	Clark County	20438872004	438784795	    7891.493	     169.416	 36.214236	-115.013819                                                                                                   
NV	32005	00858643	Douglas County	1838162298	72317554	     709.718	      27.922	 38.905129	-119.609019                                                                                                   
NV	32007	00857664	Elko County	44469633046	85753224	   17169.822	      33.110	 41.141133	-115.351424                                                                                                     
NV	32009	00858641	Esmeralda County	9277053337	18552011	    3581.890	       7.163	 37.778966	-117.632382                                                                                                 
NV	32011	00858640	Eureka County	10814964426	11082875	    4175.681	       4.279	 39.977788	-116.272208                                                                                                   
NV	32013	00863310	Humboldt County	24969495163	44196983	    9640.776	      17.065	 41.407914	-118.127591                                                                                                 
NV	32015	00863368	Lander County	14219273156	76103231	    5490.092	      29.384	 39.900210	-117.047240                                                                                                   
NV	32017	00863992	Lincoln County	27539860361	9802726	   10633.200	       3.785	 37.634605	-114.863037                                                                                                   
NV	32019	00858645	Lyon County	5182764639	59602521	    2001.077	      23.013	 39.022213	-119.197425                                                                                                      
NV	32021	00858644	Mineral County	9719804766	155746673	    3752.838	      60.134	 38.516647	-118.416279                                                                                                  
NV	32023	00863599	Nye County	47090989886	43208096	   18181.934	      16.683	 37.966379	-116.459047                                                                                                      
NV	32027	00858646	Pershing County	15634718391	79934451	    6036.599	      30.863	 40.439639	-118.409477                                                                                                 
NV	32029	00858642	Storey County	680960541	1872357	     262.920	       0.723	 39.438385	-119.524646                                                                                                      
NV	32031	00858608	Washoe County	16323059744	621192762	    6302.369	     239.844	 40.703311	-119.710315                                                                                                  
