NTD ID,Legacy NTD ID,Agency,Status,Reporter Type,UZA,UZA Name,Mode,TOS,2002.00,2003.00,2004.00,2005.00,2006.00,2007.00,2008.00,2009.00,2010.00,2011.00,2012.00,2013.00,2014.00,2015.00,2016.00,2017.00,2018.00,2019.00,2020.00,2021.00,2022.00,2023.00
30101,3101,City of Washington,Inactive,Full Reporter: Operating,27,"Pittsburgh, PA",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4314.00,4336.00,4793.00,8243.00,11360.00,10669.00,5622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30101,3101,City of Washington,Inactive,Full Reporter: Operating,27,"Pittsburgh, PA",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40629.00,42124.00,39215.00,43790.00,54177.00,59092.00,28620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30102,3102,Martz Trailways,Inactive,Full Reporter: Operating,1,"New York-Newark, NY-NJ-CT",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1004649.00,985389.00,974727.00,943874.00,901699.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30102,3102,Martz Trailways,Inactive,Full Reporter: Operating,1,"New York-Newark, NY-NJ-CT",MB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1255366.00,1202512.00,1190858.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30103,3103,"Martz Group, National Coach Works of Virginia",Inactive,Full Reporter: Operating,8,"Washington, DC-VA-MD",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220664.00,262061.00,255357.00,149457.00,110655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30103,3103,"Martz Group, National Coach Works of Virginia",Inactive,Full Reporter: Operating,8,"Washington, DC-VA-MD",MB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193063.00,206217.00,225768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Active,Full Reporter: Operating,393,"Morgantown, WV",MG,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1363463.00,2408935.00,2299875.00,2335375.00,2083575.00,2031521.00,1585701.00,1744629.00,405835.00,840983.00,1509923.00,632465.00
30111,3111,Washington County Transportation Authority,Active,Full Reporter: Operating,27,"Pittsburgh, PA",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124427.00,219272.00,204826.00,209397.00,210484.00,202650.00,204905.00,130720.00,149304.00,162164.00,56401.00
30111,3111,Washington County Transportation Authority,Active,Full Reporter: Operating,27,"Pittsburgh, PA",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10767.00,22670.00,52130.00,84280.00,83362.00,98802.00,99348.00,51190.00,50474.00,67593.00,25061.00
30112,3112,DDOT - Progressive Transportation Services Administration,Active,Full Reporter: Operating/Building,8,"Washington, DC-VA-MD",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1204501.00,5112465.00,5200746.00,3956397.00,4575449.00,5392407.00,1187729.00,1525432.00,1842803.00,612608.00
30112,3112,DDOT - Progressive Transportation Services Administration,Active,Full Reporter: Operating/Building,8,"Washington, DC-VA-MD",SR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,745265.00,1184708.00,1155637.00,1093521.00,383866.00,286029.00,307426.00,197672.00
30129,3R03-018,Anne Arundel County,Active,Full Reporter: Operating,19,"Baltimore, MD",DR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56419.00,107458.00,49429.00,0.00,0.00,0.00,0.00,0.00,0.00
30129,3R03-018,Anne Arundel County,Active,Full Reporter: Operating,19,"Baltimore, MD",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53898.00,105370.00,113001.00,43063.00,40043.00,50922.00,19028.00
30129,3R03-018,Anne Arundel County,Active,Full Reporter: Operating,19,"Baltimore, MD",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91486.00,180518.00,161530.00,179457.00,146167.00,71017.00,100059.00,139395.00,52817.00
30137,3R04-012,Monroe County Transportation  Authority,Active,Full Reporter: Operating,472,"East Stroudsburg, PA-NJ",DR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40022.00,74521.00,69213.00,74782.00,83945.00,84775.00,85146.00,49865.00,54776.00,64270.00,26241.00
30137,3R04-012,Monroe County Transportation  Authority,Active,Full Reporter: Operating,472,"East Stroudsburg, PA-NJ",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,792.00,1311.00,1374.00,757.00,348.00,503.00,41.00,0.00,0.00,0.00,0.00
30137,3R04-012,Monroe County Transportation  Authority,Active,Full Reporter: Operating,472,"East Stroudsburg, PA-NJ",MB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123546.00,254071.00,242777.00,248323.00,255513.00,245411.00,254623.00,137549.00,184072.00,202677.00,54003.00
30201,,City of Baltimore,Active,Full Reporter: Operating,19,"Baltimore, MD",FB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187857.00,328162.00,349696.00,324339.00,334844.00,86000.00,83600.00,138553.00,53595.00
30201,,City of Baltimore,Active,Full Reporter: Operating,19,"Baltimore, MD",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1633584.00,3168204.00,2573316.00,2097270.00,1277949.00,746621.00,928803.00,1257350.00,441900.00
30202,,South Central Transit Authority,Active,Full Reporter: Operating,91,"Lancaster--Manheim, PA",DR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90397.00,173570.00,172456.00,182247.00,103728.00,108732.00,110460.00,39042.00
30202,,South Central Transit Authority,Active,Full Reporter: Operating,91,"Lancaster--Manheim, PA",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175491.00,343031.00,341450.00,331209.00,169070.00,171639.00,203263.00,72790.00
30202,,South Central Transit Authority,Active,Full Reporter: Operating,91,"Lancaster--Manheim, PA",MB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2386979.00,4588523.00,4623752.00,4506168.00,2883294.00,2882060.00,3043081.00,1040660.00
30205,,"Transit Management of Central Maryland, Inc.",Active,Full Reporter: Operating,19,"Baltimore, MD",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29025.00,58705.00,21261.00
30205,,"Transit Management of Central Maryland, Inc.",Active,Full Reporter: Operating,19,"Baltimore, MD",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202.00,9632.00,4235.00
30205,,"Transit Management of Central Maryland, Inc.",Active,Full Reporter: Operating,19,"Baltimore, MD",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319108.00,638367.00,229587.00
40001,4001,Chattanooga Area Regional Transportation Authority,Active,Full Reporter: Operating,100,"Chattanooga, TN-GA",DR,DO,37568.00,39150.00,40124.00,38740.00,35813.00,43654.00,43399.00,44806.00,45799.00,45969.00,48587.00,46184.00,47844.00,48446.00,48324.00,50169.00,53685.00,57129.00,46897.00,52334.00,49034.00,16699.00
40001,4001,Chattanooga Area Regional Transportation Authority,Active,Full Reporter: Operating,100,"Chattanooga, TN-GA",DR,PT,28774.00,32022.00,31660.00,32286.00,28167.00,30425.00,25940.00,22883.00,19448.00,16904.00,19192.00,11019.00,8874.00,7899.00,8173.00,8495.00,5412.00,0.00,0.00,0.00,0.00,0.00
40001,4001,Chattanooga Area Regional Transportation Authority,Active,Full Reporter: Operating,100,"Chattanooga, TN-GA",IP,DO,430748.00,386430.00,434119.00,433169.00,397293.00,374674.00,385743.00,368973.00,358656.00,355856.00,372445.00,385991.00,399624.00,441205.00,481093.00,492660.00,490906.00,495336.00,159184.00,433885.00,487781.00,263444.00
40001,4001,Chattanooga Area Regional Transportation Authority,Active,Full Reporter: Operating,100,"Chattanooga, TN-GA",MB,DO,2722493.00,2637165.00,2548194.00,2758223.00,2372919.00,2713242.00,2709821.00,2571528.00,2676616.00,2734656.00,2873163.00,2620262.00,2619121.00,2588970.00,2478041.00,2305915.00,2130144.00,2120901.00,1278430.00,1185161.00,1131327.00,361033.00
40002,4002,City of Knoxville,Active,Full Reporter: Operating,74,"Knoxville, TN",DR,DO,0.00,35185.00,11456.00,53220.00,57288.00,52436.00,49131.00,47202.00,46882.00,44303.00,112093.00,108536.00,52504.00,56164.00,57282.00,55110.00,65734.00,67507.00,57788.00,71451.00,77895.00,26151.00
40002,4002,City of Knoxville,Active,Full Reporter: Operating,74,"Knoxville, TN",MB,DO,0.00,2523516.00,848987.00,3286903.00,3208425.00,3177198.00,3251631.00,2884446.00,2594080.00,2822670.00,3329285.00,3207011.00,2829492.00,2864016.00,2713679.00,2619724.00,2684648.00,2722527.00,2253837.00,1918961.00,2140012.00,735063.00
40003,4003,City of Memphis,Inactive,Full Reporter: Operating,41,"Memphis, TN-MS-AR",DR,DO,246800.00,235004.00,247114.00,243745.00,251522.00,253983.00,254555.00,235378.00,242094.00,244793.00,251177.00,245441.00,244195.00,218176.00,197419.00,195700.00,193491.00,189365.00,121430.00,147543.00,299263.00,122929.00
40003,4003,City of Memphis,Inactive,Full Reporter: Operating,41,"Memphis, TN-MS-AR",LR,DO,964900.00,705931.00,1159324.00,915268.00,969967.00,1079321.00,1060410.00,1158904.00,1092605.00,1157427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40003,4003,City of Memphis,Inactive,Full Reporter: Operating,41,"Memphis, TN-MS-AR",MB,DO,10965200.00,11110160.00,11448970.00,10396138.00,10426048.00,10393161.00,10414631.00,10202003.00,9894125.00,8625369.00,8523158.00,8565712.00,7894629.00,7731796.00,7263163.00,6683823.00,6051607.00,5662651.00,3203595.00,2466094.00,2819636.00,1002218.00
40003,4003,City of Memphis,Inactive,Full Reporter: Operating,41,"Memphis, TN-MS-AR",SR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1492954.00,1366026.00,485131.00,0.00,0.00,0.00,302076.00,366666.00,101044.00,237884.00,313439.00,109539.00
40004,4004,Metropolitan Transit Authority,Active,Full Reporter: Operating,44,"Nashville-Davidson, TN",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201349.00,359813.00,333053.00,160949.00,0.00,0.00,0.00,0.00,0.00,0.00
40004,4004,Metropolitan Transit Authority,Active,Full Reporter: Operating,44,"Nashville-Davidson, TN",DR,DO,116150.00,136708.00,175380.00,239741.00,272077.00,287233.00,320427.00,325316.00,306403.00,279931.00,289627.00,283563.00,314960.00,300945.00,290374.00,312262.00,313041.00,299585.00,178398.00,201063.00,226676.00,78198.00
40004,4004,Metropolitan Transit Authority,Active,Full Reporter: Operating,44,"Nashville-Davidson, TN",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35815.00,78327.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40004,4004,Metropolitan Transit Authority,Active,Full Reporter: Operating,44,"Nashville-Davidson, TN",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83725.00,97241.00,112972.00,108428.00,132654.00,156006.00,146927.00,110655.00,94391.00,51154.00,65978.00,106269.00,41471.00
40004,4004,Metropolitan Transit Authority,Active,Full Reporter: Operating,44,"Nashville-Davidson, TN",MB,DO,6590671.00,6802797.00,6510549.00,7258661.00,7824023.00,8613467.00,9118658.00,7928976.00,7676474.00,8819489.00,9449084.00,9432768.00,9330265.00,9215774.00,8929525.00,8971288.00,9372784.00,9118379.00,4903856.00,4957380.00,7011402.00,2602637.00
40005,4005,City of Asheville,Active,Full Reporter: Operating,133,"Asheville, NC",DR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40005,4005,City of Asheville,Active,Full Reporter: Operating,133,"Asheville, NC",DR,PT,21417.00,21515.00,23137.00,24407.00,24682.00,24006.00,26997.00,0.00,24590.00,25900.00,25284.00,13308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40005,4005,City of Asheville,Active,Full Reporter: Operating,133,"Asheville, NC",MB,DO,1011489.00,1029523.00,1062093.00,1104657.00,1362458.00,1418678.00,1611653.00,1596360.00,1485876.00,1478041.00,1467421.00,1429951.00,1443115.00,1804188.00,2147568.00,2043733.00,943692.00,0.00,0.00,0.00,0.00,0.00
40005,4005,City of Asheville,Active,Full Reporter: Operating,133,"Asheville, NC",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1007124.00,1796713.00,1338505.00,1500630.00,1295844.00,444289.00
40006,4006,Cape Fear Public Transportation Authority,Active,Full Reporter: Operating,161,"Wilmington, NC",DR,DO,2266.00,1971.00,1515.00,623.00,2158.00,4087.00,4341.00,6019.00,74815.00,79575.00,70996.00,57858.00,55139.00,60952.00,58819.00,58685.00,59760.00,62399.00,32946.00,43414.00,49995.00,18188.00
40006,4006,Cape Fear Public Transportation Authority,Active,Full Reporter: Operating,161,"Wilmington, NC",MB,DO,554912.00,568777.00,892101.00,367577.00,1454794.00,1540508.00,1439740.00,1319176.00,1422429.00,757492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40006,4006,Cape Fear Public Transportation Authority,Active,Full Reporter: Operating,161,"Wilmington, NC",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,785252.00,1559969.00,1476364.00,1473453.00,1430248.00,1353714.00,1340843.00,1197706.00,1319364.00,712264.00,597127.00,670480.00,237350.00
40006,4006,Cape Fear Public Transportation Authority,Active,Full Reporter: Operating,161,"Wilmington, NC",TB,DO,0.00,0.00,0.00,16269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40006,4006,Cape Fear Public Transportation Authority,Active,Full Reporter: Operating,161,"Wilmington, NC",VP,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4676.00,6226.00,6266.00,4672.00,4635.00,5046.00,3426.00,879.00,1081.00,0.00,0.00
40007,4007,City of Raleigh,Active,Full Reporter: Operating,50,"Raleigh, NC",DR,DO,131527.00,136785.00,140681.00,148810.00,84069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40007,4007,City of Raleigh,Active,Full Reporter: Operating,50,"Raleigh, NC",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,174364.00,479943.00,433609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40007,4007,City of Raleigh,Active,Full Reporter: Operating,50,"Raleigh, NC",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485500.00,433773.00,417813.00,356948.00,385373.00,460408.00,490184.00,484248.00,527487.00,371086.00,531102.00,693253.00,287522.00
40007,4007,City of Raleigh,Active,Full Reporter: Operating,50,"Raleigh, NC",MB,DO,3025312.00,3259387.00,3487795.00,3691759.00,3972223.00,4215686.00,4839141.00,5097943.00,5443619.00,6070108.00,6495133.00,6330414.00,6031860.00,5414351.00,5084984.00,4763309.00,5094909.00,2619144.00,0.00,0.00,0.00,0.00
40007,4007,City of Raleigh,Active,Full Reporter: Operating,50,"Raleigh, NC",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2856541.00,3642378.00,3626969.00,4334613.00,1536042.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,531612.00,1054316.00,971473.00,910989.00,961826.00,419153.00,0.00,0.00,0.00,0.00,0.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",CB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334003.00,723789.00,190796.00,80452.00,229999.00,82369.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",DR,DO,262324.00,241424.00,252304.00,293075.00,297060.00,300755.00,245354.00,236721.00,229983.00,228696.00,228318.00,235738.00,235049.00,276146.00,290001.00,258696.00,259817.00,252708.00,148403.00,158441.00,168940.00,64906.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",DR,PT,66576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",LR,DO,0.00,0.00,0.00,0.00,25916.00,517281.00,4982386.00,4741805.00,4799475.00,4796202.00,4967336.00,4977968.00,5130489.00,4881650.00,4852048.00,4816511.00,7123616.00,8875581.00,3921893.00,3035535.00,4641113.00,1673544.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",MB,DO,14305994.00,15246592.00,16041311.00,17388641.00,18340087.00,19652583.00,20801544.00,19023013.00,20157816.00,22493659.00,23154373.00,23175650.00,21958316.00,19933096.00,18883712.00,16723866.00,7282309.00,0.00,0.00,0.00,0.00,0.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",MB,PT,88341.00,128811.00,164234.00,159337.00,174436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7646271.00,14516464.00,7791536.00,7128791.00,7698405.00,2555905.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",SR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260649.00,464409.00,464008.00,307325.00,111603.00,0.00,131058.00,500960.00,207307.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",TB,DO,0.00,0.00,139660.00,289633.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40008,4008,City of Charlotte North Carolina,Active,Full Reporter: Operating,38,"Charlotte, NC-SC",VP,DO,298107.00,189930.00,182379.00,198972.00,235056.00,236676.00,255432.00,243564.00,220536.00,234450.00,260084.00,261248.00,253503.00,213828.00,154841.00,143126.00,122573.00,105548.00,53921.00,35428.00,43214.00,15221.00
40009,4009,City of Fayetteville,Active,Full Reporter: Operating,122,"Fayetteville, NC",DR,DO,0.00,44287.00,43366.00,37007.00,45820.00,38750.00,35954.00,39654.00,43787.00,47995.00,54116.00,53658.00,57195.00,61205.00,61083.00,63281.00,62370.00,69725.00,49353.00,51062.00,60219.00,22217.00
40009,4009,City of Fayetteville,Active,Full Reporter: Operating,122,"Fayetteville, NC",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6756.00,7199.00,1214.00
40009,4009,City of Fayetteville,Active,Full Reporter: Operating,122,"Fayetteville, NC",MB,DO,0.00,1257203.00,1289877.00,971545.00,1238462.00,922461.00,957198.00,1042219.00,1254506.00,1522935.00,1708964.00,1635462.00,1602421.00,1546170.00,1480037.00,1401092.00,1388615.00,1712059.00,1725536.00,1621791.00,1903222.00,721492.00
40009,4009,City of Fayetteville,Active,Full Reporter: Operating,122,"Fayetteville, NC",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,872.00,7463.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40011,4011,City of High Point,Inactive,Small Systems Reporter,202,"High Point, NC",DR,DO,21929.00,22112.00,19298.00,19227.00,21552.00,21607.00,21660.00,16347.00,14481.00,15787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40011,4011,City of High Point,Inactive,Small Systems Reporter,202,"High Point, NC",DR,PT,17089.00,16932.00,16862.00,16399.00,16730.00,16488.00,18170.00,16901.00,15078.00,12867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40011,4011,City of High Point,Inactive,Small Systems Reporter,202,"High Point, NC",MB,DO,602736.00,549125.00,624052.00,697030.00,724142.00,740533.00,795035.00,759893.00,804809.00,858549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40012,4012,City of Winston Salem,Active,Full Reporter: Operating,95,"Winston-Salem, NC",DR,DO,77235.00,0.00,0.00,123103.00,124383.00,136222.00,115716.00,131499.00,126136.00,146013.00,166478.00,163950.00,179694.00,200511.00,211724.00,219240.00,213213.00,232216.00,158770.00,159919.00,156991.00,54728.00
40012,4012,City of Winston Salem,Active,Full Reporter: Operating,95,"Winston-Salem, NC",MB,DO,0.00,0.00,0.00,2788022.00,2767027.00,2706036.00,2972018.00,2780425.00,3008314.00,3372590.00,3390917.00,3312205.00,3310443.00,3096627.00,2884416.00,2293384.00,2408409.00,2512979.00,1923873.00,1460610.00,1479727.00,506077.00
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter: Operating,175,"Gulfport, MS",DR,DO,45771.00,103861.00,80502.00,60868.00,48841.00,50989.00,51258.00,54475.00,64592.00,66105.00,60670.00,51884.00,50369.00,47350.00,45588.00,46203.00,47336.00,44273.00,25036.00,34710.00,57164.00,18022.00
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter: Operating,175,"Gulfport, MS",MB,DO,197563.00,543873.00,533834.00,457029.00,358507.00,501463.00,640078.00,707066.00,750328.00,799424.00,867926.00,913790.00,777659.00,669248.00,825919.00,688358.00,670959.00,674248.00,374987.00,471222.00,544354.00,188037.00
40014,4014,Ms Coast Transportation Authority,Active,Full Reporter: Operating,175,"Gulfport, MS",VP,PT,0.00,0.00,0.00,0.00,0.00,10305.00,74775.00,114795.00,146493.00,183308.00,175218.00,164615.00,158065.00,150519.00,128416.00,106024.00,101149.00,100064.00,48438.00,45373.00,66892.00,23535.00
40015,4015,"City of Jackson, MS",Active,Full Reporter: Operating,107,"Jackson, MS",DR,DO,10075.00,0.00,36053.00,0.00,0.00,32435.00,29495.00,24820.00,26701.00,24979.00,30897.00,37576.00,26849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40015,4015,"City of Jackson, MS",Active,Full Reporter: Operating,107,"Jackson, MS",DR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9156.00,36224.00,44639.00,43624.00,44371.00,46975.00,40984.00,47964.00,50744.00,20863.00
40015,4015,"City of Jackson, MS",Active,Full Reporter: Operating,107,"Jackson, MS",MB,DO,208519.00,0.00,783711.00,0.00,0.00,748645.00,567242.00,516721.00,496443.00,568628.00,675472.00,681974.00,463129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40015,4015,"City of Jackson, MS",Active,Full Reporter: Operating,107,"Jackson, MS",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154528.00,550545.00,447810.00,488661.00,506573.00,528729.00,446249.00,442088.00,342913.00,133205.00
40017,4017,Lexington Transit Authority,Active,Full Reporter: Operating,131,"Lexington-Fayette, KY",DR,PT,85381.00,93010.00,97809.00,106456.00,120890.00,132634.00,146598.00,146975.00,159034.00,164958.00,165055.00,183285.00,191057.00,193734.00,198762.00,206500.00,222569.00,231800.00,166851.00,168172.00,164579.00,45974.00
40017,4017,Lexington Transit Authority,Active,Full Reporter: Operating,131,"Lexington-Fayette, KY",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.00,16518.00,1380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40017,4017,Lexington Transit Authority,Active,Full Reporter: Operating,131,"Lexington-Fayette, KY",MB,DO,3626070.00,3240300.00,2832948.00,2946238.00,4681840.00,5388593.00,5540401.00,5626046.00,6361528.00,5276889.00,5019458.00,4907686.00,4321340.00,3743982.00,3930523.00,4157008.00,4163076.00,4404413.00,2719343.00,2540319.00,3111831.00,1255244.00
40017,4017,Lexington Transit Authority,Active,Full Reporter: Operating,131,"Lexington-Fayette, KY",VP,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19847.00,49414.00,40392.00,28786.00,25571.00,23614.00,18874.00,7586.00,8846.00,27985.00,24581.00
40018,4018,Transit Authority of River City,Active,Full Reporter: Operating,43,"Louisville/Jefferson County, KY-IN",DR,DO,41575.00,39838.00,25077.00,17308.00,19693.00,17250.00,17470.00,13902.00,11588.00,10801.00,9808.00,9129.00,7835.00,5483.00,2969.00,2680.00,1841.00,98.00,0.00,0.00,0.00,0.00
40018,4018,Transit Authority of River City,Active,Full Reporter: Operating,43,"Louisville/Jefferson County, KY-IN",DR,PT,300465.00,299541.00,317001.00,314740.00,87490.00,100925.00,118366.00,132397.00,377554.00,364161.00,358937.00,361573.00,396380.00,386619.00,375721.00,390690.00,361930.00,359723.00,158177.00,110258.00,162872.00,72700.00
40018,4018,Transit Authority of River City,Active,Full Reporter: Operating,43,"Louisville/Jefferson County, KY-IN",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57839.00,111773.00,132440.00,133405.00,166828.00,190195.00,211441.00,253798.00,258621.00,178994.00,209193.00,173476.00,48830.00
40018,4018,Transit Authority of River City,Active,Full Reporter: Operating,43,"Louisville/Jefferson County, KY-IN",MB,DO,14597083.00,14564265.00,14526037.00,14486357.00,15653641.00,15476529.00,15681893.00,13972348.00,13579179.00,14222398.00,16461977.00,14818627.00,14485896.00,13790626.00,12835418.00,12056124.00,11487453.00,10099940.00,5300260.00,4655176.00,5416423.00,1984633.00
