Last Report Year,NTD ID,UZA,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,Reporting Module,City,State,Census Year,UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,2022 Status,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1999,30004,#N/A,3004,Peninsula Transportation District Commission ,Inactive,Full Reporter,,Hampton,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,DR,187397,2984,445910,35990,40013,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,30004,#N/A,3004,Peninsula Transportation District Commission ,Inactive,Full Reporter,,Hampton,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,FB,,,,,,,,123701,,,,,,,,,,,,,,,,,,,,,,,
1999,30004,#N/A,3004,Peninsula Transportation District Commission ,Inactive,Full Reporter,,Hampton,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,MB,7715472,827353,3006198,6600298,5270972,1356661,3385656,9896890,,,,,,,,,,,,,,,,,,,,,,,
1999,30005,#N/A,3005,Tidewater Transportation District Commission ,Inactive,Full Reporter,,Norfolk,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,DR,,746391,620150,,,,1005708,,,,,,,,,,,,,,,,,,,,,,,,
1999,30005,#N/A,3005,Tidewater Transportation District Commission ,Inactive,Full Reporter,,Norfolk,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,FB,42659,,,1921104,1758329,2236816,272685,,,,,,,,,,,,,,,,,,,,,,,,
1999,30005,#N/A,3005,Tidewater Transportation District Commission ,Inactive,Full Reporter,,Norfolk,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,MB,2328379,6596728,1139938,4250629,7213674,4588226,3208808,9382487,,,,,,,,,,,,,,,,,,,,,,,
1999,30005,#N/A,3005,Tidewater Transportation District Commission ,Inactive,Full Reporter,,Norfolk,VA,1990,"Virginia Beach--Norfolk, VA",90892,481.67,1451578,Pre 2022,VP,20584,22925,,,,,102093,,,,,,,,,,,,,,,,,,,,,,,,
2022,30006,45,3006,Greater Richmond Transit Company (GRTC Transit System),Active,Full Reporter,Urban,Richmond,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,42820,0,0,0,0,1528760,0,0,1135420,1390237,1131159,1212874,1742069,632728,1772768
2022,30006,45,3006,Greater Richmond Transit Company (GRTC Transit System),Active,Full Reporter,Urban,Richmond,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,MB,216237,307761,648505,1322545,751722,10829383,3958530,11082040,2204700,12911928,6141049,2806702,11100700,1988582,4280922,4436637,7885622,28025764,26193230,7662477,1807587,6973750,25846593,5895695,3932743,10955969,17343748,2181608,484530,697127,15086951
2022,30006,45,3006,Greater Richmond Transit Company (GRTC Transit System),Active,Full Reporter,Urban,Richmond,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,RB,,,,,,,,,,,,,,,,,,,,,,,,,0,24565465,28761509,9255958,39335,232251,763149
2022,30006,45,3006,Greater Richmond Transit Company (GRTC Transit System),Active,Full Reporter,Urban,Richmond,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,VP,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874564,717825,302454,233358
2022,30007,172,3007,Greater Roanoke Transit Company (Valley Metro),Active,Full Reporter,Urban,Roanoke,VA,2020,"Roanoke, VA",75421,125.5,217312,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,,,0,0,0,52405,0,,,,
2022,30007,172,3007,Greater Roanoke Transit Company (Valley Metro),Active,Full Reporter,Urban,Roanoke,VA,2020,"Roanoke, VA",75421,125.5,217312,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166131,0,0,319727,0,0
2022,30007,172,3007,Greater Roanoke Transit Company (Valley Metro),Active,Full Reporter,Urban,Roanoke,VA,2020,"Roanoke, VA",75421,125.5,217312,Existing 2022,MB,2057726,126264,144951,3709910,-36739,47312,249427,195165,351800,455882,3008450,616177,2951166,1034562,1505488,6064269,1003324,1244912,2756592,946014,441928,466107,3703180,1282758,531980,967393,2364722,4998522,1767930,4360538,6725126
2022,30008,271,3008,Greater Lynchburg Transit Company (GLTC),Active,Full Reporter,Urban,Lynchburg,VA,2020,"Lynchburg, VA",52201,91.6,125596,Existing 2022,DR,52482,,,,,,,,,,78899,0,0,792473,0,530265,158444,162170,0,644480,0,263947,0,0,0,0,1004949,0,0,0,2133140
2022,30008,271,3008,Greater Lynchburg Transit Company (GLTC),Active,Full Reporter,Urban,Lynchburg,VA,2020,"Lynchburg, VA",52201,91.6,125596,Existing 2022,MB,225159,1046333,17333,8161,1224341,330219,2418483,302058,199349,404169,3481525,112523,144642,0,321343,446060,4800639,5890197,1844697,7435452,4512284,2527102,7770547,1151384,12052980,10653960,375734,422702,180285,4058264,0
2022,30009,45,3009,City of Petersburg  (PAT),Active,Reduced Reporter,Urban,Petersburg,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,5039304,0,0,0,0,0,0,0,0,0,0,0,0,69794,0
2022,30009,45,3009,City of Petersburg  (PAT),Active,Reduced Reporter,Urban,Petersburg,VA,2020,"Richmond, VA",74746,512.35,1059150,Existing 2022,MB,1785926,,60000,22020,16654,47364,480150,64322,48384,143691,366220,89099,881837,291544,1036620,2615747,0,8764223,2693057,1626935,1240867,701047,2403526,935873,970115,720589,38819,575401,1039923,300534,798247
2022,30010,61,3010,Lehigh and Northampton Transportation Authority (LANTA),Active,Full Reporter,Urban,Allentown,PA,2020,"Allentown--Bethlehem, PA--NJ",1495,261.55,621703,Existing 2022,DR,,,,,53582,548869,704907,971570,921436,970520,998246,709324,780326,922821,1033930,564093,1056668,0,0,1231060,0,1121945,1129815,1247610,2561070,336536,820600,1596758,409008,819116,1235630
2022,30010,61,3010,Lehigh and Northampton Transportation Authority (LANTA),Active,Full Reporter,Urban,Allentown,PA,2020,"Allentown--Bethlehem, PA--NJ",1495,261.55,621703,Existing 2022,MB,1515057,1249731,1653203,1280635,3549853,427561,307529,6178498,1415815,1113405,8625549,2731637,1727378,4392305,482323,3855338,923651,990449,6799589,2985781,4021100,15027231,8978621,1353026,2897584,612342,12030534,7365324,6031624,8675279,5336830
2022,30011,359,3011,Altoona Metro Transit,Active,Full Reporter,Urban,Altoona,PA,2020,"Altoona, PA",1792,37.01,74426,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,342718,0,0,0,1110353,0,0,0,0,0,0,0,0,0,0,78009
2022,30011,359,3011,Altoona Metro Transit,Active,Full Reporter,Urban,Altoona,PA,2020,"Altoona, PA",1792,37.01,74426,Existing 2022,MB,226492,2202551,81561,290636,205897,208310,237468,315822,1034833,853603,195103,118987,235734,2228988,263571,0,250231,2309633,2295444,0,182579,2162935,298113,86803,622592,1089755,3975705,5570818,430802,2985592,4603814
2022,30012,400,3012,Cambria County Transit Authority (CamTran),Active,Full Reporter,Urban,Johnstown,PA,2020,"Johnstown, PA",43291,34.7,61521,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,56625,0,280075,415455,0,0,758941,66611,3625181,734146,146353,3337077
2022,30012,400,3012,Cambria County Transit Authority (CamTran),Active,Full Reporter,Urban,Johnstown,PA,2020,"Johnstown, PA",43291,34.7,61521,Existing 2022,IP,73869,190629,508470,153484,74281,228881,136558,269731,289051,83587,89371,32132,59640,1000367,41130,10276,131433,72021,31204,52214,6230,34768,61944,24815,171391,115871,676261,40448,263733,79680,6966214
2022,30012,400,3012,Cambria County Transit Authority (CamTran),Active,Full Reporter,Urban,Johnstown,PA,2020,"Johnstown, PA",43291,34.7,61521,Existing 2022,MB,217693,254746,1191228,630206,343690,1476977,467701,412131,3809198,1109321,176942,1364878,711941,79753,1415432,2766664,2189801,463218,1829135,420213,3166605,1151232,15907698,4653512,471821,1959616,1952011,3474724,1294853,2835355,2748190
2022,30013,183,3013,Erie Metropolitan Transit Authority (the e),Active,Full Reporter,Urban,Erie,PA,2020,"Erie, PA",27766,73.34,187820,Existing 2022,DR,75179,,,181839,192653,197757,711291,1243013,757281,738738,123294,246196,389455,298607,430882,842805,538733,810405,352832,1172282,10068,1859283,506218,366790,4057948,1060819,1871459,0,148408,0,1193007
2022,30013,183,3013,Erie Metropolitan Transit Authority (the e),Active,Full Reporter,Urban,Erie,PA,2020,"Erie, PA",27766,73.34,187820,Existing 2022,FB,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
2022,30013,183,3013,Erie Metropolitan Transit Authority (the e),Active,Full Reporter,Urban,Erie,PA,2020,"Erie, PA",27766,73.34,187820,Existing 2022,MB,218960,360814,208189,2036501,348437,3731732,354711,4263474,3577327,3286792,9893341,1526630,911510,176409,3350635,276269,1965675,1883140,2687978,2923055,1959904,5231616,7320058,21879203,2225477,5343503,12608062,9802587,7347649,7538639,5681538
2022,30014,86,3014,Cumberland Dauphin-Harrisburg Transit Authority (CAT),Active,Full Reporter,Urban,Harrisburg,PA,2020,"Harrisburg, PA",37081,250.25,490859,Existing 2022,CR,,,,,,,,,,,,411305,1525707,2027278,714458,458361,,,,0,0,0,0,0,,,,,,,
2022,30014,86,3014,Cumberland Dauphin-Harrisburg Transit Authority (CAT),Active,Full Reporter,Urban,Harrisburg,PA,2020,"Harrisburg, PA",37081,250.25,490859,Existing 2022,DR,,,,,,119600,33863,,,,651486,156528,264276,441716,269752,350832,400801,0,436579,1213349,396261,729480,126892,360893,1008097,719899,0,141213,1541303,2854,0
2022,30014,86,3014,Cumberland Dauphin-Harrisburg Transit Authority (CAT),Active,Full Reporter,Urban,Harrisburg,PA,2020,"Harrisburg, PA",37081,250.25,490859,Existing 2022,DT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,
2022,30014,86,3014,Cumberland Dauphin-Harrisburg Transit Authority (CAT),Active,Full Reporter,Urban,Harrisburg,PA,2020,"Harrisburg, PA",37081,250.25,490859,Existing 2022,MB,198912,750834,156975,140762,1031705,351165,2565985,758040,1726055,1097713,6507551,339695,1020085,4798569,540142,8878185,889261,2355916,422088,8768943,2967921,674821,6138843,760512,633153,1974017,4047096,2062406,7483153,9895527,1664793
2022,30015,99,3015,Luzerne County Transportation Authority,Active,Full Reporter,Urban,Kingston,PA,2020,"Scranton, PA",80227,162.16,366713,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,938460,140436,0,655616,322742,0,594697,656829,889896,462907
2022,30015,99,3015,Luzerne County Transportation Authority,Active,Full Reporter,Urban,Kingston,PA,2020,"Scranton, PA",80227,162.16,366713,Existing 2022,MB,106447,141230,188138,145575,101915,233424,3199983,1506799,141479,192424,779593,2089791,4895398,6721657,3168278,1141741,130177,46102,1929889,3083673,51784,4552815,140254,132218,76571,256674,42932,1061231,4244405,7442987,16160100
2016,30018,91,3018,Red Rose Transit Authority (RRTA),Inactive,Full Reporter,,Lancaster,PA,2010,"Lancaster--Manheim, PA",47530,181.53,394530,Pre 2022,DR,,118257,169420,181498,330827,161900,154302,338899,371030,290240,387041,352981,0,372252,464829,789470,482488,343159,682112,420457,565335,357052,313775,928313,668790,,,,,,
2016,30018,91,3018,Red Rose Transit Authority (RRTA),Inactive,Full Reporter,,Lancaster,PA,2010,"Lancaster--Manheim, PA",47530,181.53,394530,Pre 2022,MB,381604,299438,445734,3523492,169599,638250,1359362,1662282,1147930,861520,457918,4915260,2029455,3647860,5624333,3717968,589343,4387039,8033086,12214854,5556510,2762405,1812533,1250903,4274735,,,,,,
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,CR,118098628,126316079,93152910,92039258,60027455,53530917,42177927,69836643,87404917,60969430,54315680,62959329,78532709,76673168,69299333,103874240,120652038,130303855,178853762,154343927,191310216,180820256,123882830,179017233,285600893,313759716,281542236,273581078,188239408,221826461,196783262
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,DR,,,,,1045151,2756030,1909683,7229117,2077662,185061,7191587,3053605,2775320,4505816,3327553,4187352,7614622,8128317,7919079,7377844,1950303,14373848,46731,0,7547987,13526959,6963885,7102477,5657789,6129041,0
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,HR,108911658,84923803,115530940,136205609,130529375,103560853,189772217,161921614,117404118,126947190,185748515,153559039,157341366,148292689,192737879,202465093,222613540,202099095,109575199,73547165,48498429,48827536,70819095,72907433,109254839,121269330,106863210,123951791,97516638,78782526,110008017
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,LR,3271420,9349525,5793974,7226347,11282967,8935689,10416107,12431601,13984338,18755469,38141985,34513236,35329493,24510888,15896676,15144050,15843235,17408546,18367658,0,0,0,0,0,,,,,,,
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,MB,16149901,32968546,22215534,32987504,50945540,142861942,23502505,28283259,84203797,81472419,80337885,87990233,81616898,61579218,60562299,26156835,37711800,112032945,110365710,137555514,57460454,39165405,65547823,168340046,115904956,87195875,247980360,169147941,160751095,136002509,52286973
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,SR,,,,,,,,,,,,,,,,,,,,14455899,13324591,13570873,17703605,25362720,27799172,21288366,22165442,29130059,22836018,24693280,22012766
2022,30019,5,3019,Southeastern Pennsylvania Transportation Authority (SEPTA),Active,Full Reporter,Urban,Philadelphia,PA,2020,"Philadelphia, PA--NJ--DE--MD",69076,1898.19,5696125,Existing 2022,TB,,69408,,,,,296455,,,77977,126646,484102,,,851677,4884611,25798934,11947049,1431164,1791699,3632202,763617,590228,244944,205609,301605,124873,5517525,4531263,573531,159631
2022,30022,27,3022,Port Authority of Allegheny County (Port Authority),Active,Full Reporter,Urban,Pittsburgh,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,DR,,,,2809653,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,30022,27,3022,Port Authority of Allegheny County (Port Authority),Active,Full Reporter,Urban,Pittsburgh,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,IP,2217500,255764,507699,3271823,444200,,,,2365881,56346,95525,97929218,0,0,0,13424,0,0,0,0,0,0,225554,339490,4616083,252264,739475,86037,9078,817623,323263
2022,30022,27,3022,Port Authority of Allegheny County (Port Authority),Active,Full Reporter,Urban,Pittsburgh,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,JT,20097623,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,
2022,30022,27,3022,Port Authority of Allegheny County (Port Authority),Active,Full Reporter,Urban,Pittsburgh,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,LR,,8833413,9496631,5536061,12204524,20485995,24210424,32369388,37417242,53225335,128229301,67150322,85085771,92654332,44573968,114254923,114477441,102028757,112185609,134294599,68835064,27876047,20669449,21386920,24144299,28864855,25136793,18300036,23420929,24174139,27939642
2022,30022,27,3022,Port Authority of Allegheny County (Port Authority),Active,Full Reporter,Urban,Pittsburgh,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,MB,42012077,45306218,63337236,63967535,60880830,107989632,67535164,86380176,65056956,60901167,81913390,80349,37045916,50102495,16657304,15066500,20742252,46460630,59467971,39533358,63073113,38821959,45832057,42682843,55199784,66362915,97582340,75605387,60369356,64938626,54852213
2022,30023,27,3023,Beaver County Transit Authority (BCTA),Active,Full Reporter,Urban,Rochester,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,DR,56856,299336,750667,188628,,,,,,,125250,229823,60468,499518,155368,135786,217896,267446,328969,0,119733,500747,0,459846,696065,451705,15444,989181,10967,720026,0
2022,30023,27,3023,Beaver County Transit Authority (BCTA),Active,Full Reporter,Urban,Rochester,PA,2020,"Pittsburgh, PA",69697,906.64,1745039,Existing 2022,MB,558584,149218,236561,510519,594795,620714,3032108,525611,5059565,6856340,7143423,50696,159481,1021020,114373,1941,6247695,187823,416612,1392754,3397872,1005394,3954735,203266,802038,707144,7251534,3440558,588084,3375489,1003484
2016,30024,140,3024,Berks Area Regional Transportation Authority (BARTA),Inactive,Full Reporter,,Reading,PA,2010,"Reading, PA",73693,96.12,276278,Pre 2022,DR,41881,,,,,,,1002953,1079177,84773,0,974781,629904,1359246,1134810,511316,457951,158900,284735,2317130,89308,1106050,1359383,87995,446568,,,,,,
2016,30024,140,3024,Berks Area Regional Transportation Authority (BARTA),Inactive,Full Reporter,,Reading,PA,2010,"Reading, PA",73693,96.12,276278,Pre 2022,MB,394459,680081,7491206,773460,2133432,693188,1133072,996246,1078253,8457952,5047664,2826478,2453161,7465839,5643713,2531134,55516,5289179,3624878,914917,3000497,2217352,191421,2109864,2112743,,,,,,
2022,30025,99,3025,County of Lackawanna Transit System (COLTS),Active,Full Reporter,Urban,Scranton,PA,2020,"Scranton, PA",80227,162.16,366713,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,60750,0,275352,155838,329616,324246,0,0,671378,650907,431188,279946
2022,30025,99,3025,County of Lackawanna Transit System (COLTS),Active,Full Reporter,Urban,Scranton,PA,2020,"Scranton, PA",80227,162.16,366713,Existing 2022,MB,411329,84183,863727,347267,176386,696054,181424,191245,3263582,3300264,517390,1785209,216383,983531,1845026,1974243,63536,698124,167529,3226770,414193,6676747,1960917,2840869,6390296,689065,2347639,5465212,740830,725727,1358464
2022,30026,462,3026,City of Williamsport (RVT),Active,Full Reporter,Urban,Williamsport,PA,2020,"Williamsport, PA",95455,27.72,55344,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,30026,462,3026,City of Williamsport (RVT),Active,Full Reporter,Urban,Williamsport,PA,2020,"Williamsport, PA",95455,27.72,55344,Existing 2022,MB,75403,47241,525260,269524,55583,1232380,1126116,2670972,5366176,3755342,141950,1384257,751349,151800,1714349,452469,665087,2071089,7746869,15804418,3854319,2260248,6932020,1890337,6096003,1640644,7909435,528013,2619149,426655,4078963
2022,30027,158,3027,Central Pennsylvania Transportation Authority (rabbittransit),Active,Full Reporter,Urban,York,PA,2020,"York, PA",97750,113.08,238549,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,0,30243,1524492,1000385,719763,458614,1109845,1439697,188,63726,30808,0
2022,30027,158,3027,Central Pennsylvania Transportation Authority (rabbittransit),Active,Full Reporter,Urban,York,PA,2020,"York, PA",97750,113.08,238549,Existing 2022,DR,,,,,,782558,,,,1149312,58288,569591,350094,444520,0,642516,70699,2348034,74000,327171,187765,1380830,511252,3169960,1586293,4467769,285550,2724589,114269,4596677,1802886
2022,30027,158,3027,Central Pennsylvania Transportation Authority (rabbittransit),Active,Full Reporter,Urban,York,PA,2020,"York, PA",97750,113.08,238549,Existing 2022,DT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,
2022,30027,158,3027,Central Pennsylvania Transportation Authority (rabbittransit),Active,Full Reporter,Urban,York,PA,2020,"York, PA",97750,113.08,238549,Existing 2022,MB,676632,2037195,1542822,,168175,709596,38674,423416,528297,4108915,605509,800998,58439,1950780,4107005,856576,456740,3424515,7891424,619453,1892687,3329458,1438601,1987800,12634662,4771887,2634730,1143950,6827112,1284619,5016793
2022,30027,158,3027,Central Pennsylvania Transportation Authority (rabbittransit),Active,Full Reporter,Urban,York,PA,2020,"York, PA",97750,113.08,238549,Existing 2022,VP,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,
2022,30030,8,3030,Washington Metropolitan Area Transit Authority (WMATA),Active,Full Reporter,Urban,Washington,DC,2020,"Washington--Arlington, DC--VA--MD",92242,1294.51,5174759,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,0,5245545,5152622,15292807,2524632,7419012,84891,15428173,1733419,5798104,17805157,19760604,6079733,8772164,1407352
2022,30030,8,3030,Washington Metropolitan Area Transit Authority (WMATA),Active,Full Reporter,Urban,Washington,DC,2020,"Washington--Arlington, DC--VA--MD",92242,1294.51,5174759,Existing 2022,DT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,
2022,30030,8,3030,Washington Metropolitan Area Transit Authority (WMATA),Active,Full Reporter,Urban,Washington,DC,2020,"Washington--Arlington, DC--VA--MD",92242,1294.51,5174759,Existing 2022,HR,235113611,226779364,265520685,529398652,361419926,386016381,338477541,246492242,279726623,362505471,448449166,375155757,404168073,210820862,157239973,510516911,474971809,317522998,255629060,374898049,233050031,397629726,395616287,780051487,710189938,465535650,592215529,747654472,616437855,1489918890,1741527658
2022,30030,8,3030,Washington Metropolitan Area Transit Authority (WMATA),Active,Full Reporter,Urban,Washington,DC,2020,"Washington--Arlington, DC--VA--MD",92242,1294.51,5174759,Existing 2022,MB,25367229,34775285,12691720,58186910,16772849,27798971,75610502,56084575,35177134,44219799,89281059,34365435,46937234,22928951,384917449,66372033,58833799,121327609,183189725,192637912,214462138,123056198,23166770,263406892,238067582,118492754,147495511,182850687,94473820,197080703,181595801
1995,30031,#N/A,3031,Delaware Administration for Regional Transit ,Inactive,Full Reporter,,Dover,DE,1990,"Wilmington, DE--NJ--MD--PA",68,188,449616,Pre 2022,MB,306909,2257998,883950,485477,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,30032,#N/A,3032,Delaware Administration for Specialized Transportation ,Inactive,Full Reporter,,Dover,DE,1990,"Dover, DE",24580,72.3,123101,Pre 2022,DR,624603,663396,1005327,1749646,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,30032,#N/A,3032,Delaware Administration for Specialized Transportation ,Inactive,Full Reporter,,Dover,DE,1990,"Dover, DE",24580,72.3,123101,Pre 2022,MB,2146,134750,65627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,16250459,40712,6008165,7685530,15347143,9547814,0,94068,1287554,9385655,478403,1005096
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,CR,,20988044,18808280,44123764,39355595,22510517,36305416,59769532,54713472,41544868,56247436,14836363,19499282,22062625,33529034,32451661,62391949,100096935,74931282,100574667,153834860,108411193,106814323,99235739,55589443,32051887,93221019,62203952,72951128,39403674,33500638
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,DR,,,,,,,,,,,0,0,0,0,945000,2379062,6334014,5983269,7200238,5467041,373325,3545896,645097,5990107,7074598,4124393,7687026,35090732,11795699,8173261,5519166
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,DT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,762494,0,,,
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,HR,73260080,56664759,58876646,34708325,20093627,25476355,11442722,11115250,13773944,34862494,37056295,40820512,66501009,76273130,48788722,41675320,53838876,50229397,49548033,53044186,38283466,40576138,22582232,15426145,35212870,33834455,76534500,64420779,63862348,41111014,93029994
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,LR,120091794,34743759,8822774,18826453,58126157,43605418,47133677,21822794,26647707,20090561,37898148,41262839,82078427,62385609,39096688,10546418,10113796,14676097,42154698,35316436,77911318,111852134,133553543,161574504,162825634,107123498,51826170,46342359,370961701,469892134,763550498
2022,30034,19,3034,Maryland Transit Administration (MTA),Active,Full Reporter,Urban,Baltimore,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,MB,12536384,8724167,7727194,20249765,22960534,10787640,33116145,28886151,29329216,36821122,52192023,60613683,27462893,59062415,74621546,19660759,24441226,45792152,92821590,78757114,73662687,84305139,85378214,112377566,60981502,191308989,72896932,33526899,124882897,60649070,111214222
2022,30035,353,3035,Ohio Valley Regional Transportation Authority (OVRTA / EORTA),Active,Full Reporter,Urban,Wheeling,WV,2020,"Wheeling, WV--OH",94726,36.81,57695,Existing 2022,DR,33469,5190,8562,65859,70693,5699,4643,216405,16122,87673,43936,140667,3260,19314,0,0,89750,0,85706,0,0,0,0,49380,0,0,47685,0,0,0,0
2022,30035,353,3035,Ohio Valley Regional Transportation Authority (OVRTA / EORTA),Active,Full Reporter,Urban,Wheeling,WV,2020,"Wheeling, WV--OH",94726,36.81,57695,Existing 2022,MB,81601,152981,436579,1467262,959613,8539550,2774222,721387,841754,586141,181800,121151,583870,109214,584757,455226,178148,132399,1599427,541207,401107,23535,18924,954069,9103,43170,547257,41743,794879,56069,20036
2022,30036,317,3036,City of Charlottesville (CAT),Active,Reduced Reporter,Urban,Charlottesville,VA,2020,"Charlottesville, VA",15724,36.87,104191,Existing 2022,DR,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,
2022,30036,317,3036,City of Charlottesville (CAT),Active,Reduced Reporter,Urban,Charlottesville,VA,2020,"Charlottesville, VA",15724,36.87,104191,Existing 2022,MB,195560,11340,71997,16295,59433,679483,2646244,126829,737798,432568,2060194,418317,699101,5891012,3009076,3986753,1069094,5433076,12394351,1492754,4357694,267259,3039592,1272216,1364638,789702,261763,985454,14121,0,703930
2022,30040,19,3040,City of Annapolis,Active,Reduced Reporter,Urban,Annapolis,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,DR,,1000,,,,,,,,,,,,,,,,,,0,15737,0,0,0,105621,45427,87823,0,0,0,0
2022,30040,19,3040,City of Annapolis,Active,Reduced Reporter,Urban,Annapolis,MD,2020,"Baltimore, MD",4843,654.93,2212038,Existing 2022,MB,,7335,13013,1382259,300959,45623,116915,102762,183157,222115,1491223,253890,269266,736823,803004,824383,0,869327,475269,1739358,209081,244493,6563,0,950586,408845,246246,266393,10549,0,765094
2022,30041,484,3041,Board of Commissioners of Allegany County Maryland (ACT),Active,Reduced Reporter,Urban,Cumberland,MD,2020,Maryland Non-UZA,24,0,1214444,Existing 2022,DR,,,,,,,,,,,,,,,517144,38409,24621,14273,617,0,0,0,0,0,1010,0,136618,259263,2203,0,224821
